room_type,bathrooms_text,bedrooms,price
Entire home/apt,1 bath,2.0,$988.00
Entire home/apt,1 bath,,$980.00
Private room,1 shared bath,1.0,$500.00
Private room,1 private bath,1.0,$411.00
Private room,1 shared bath,1.0,$180.00
Entire home/apt,3 baths,3.0,"$1,395.00"
Private room,1 shared bath,1.0,$130.00
Entire home/apt,1.5 baths,,"$1,473.00"
Private room,1 private bath,1.0,$676.00
Private room,1 private bath,1.0,$523.00
Private room,1 shared bath,1.0,$130.00
Private room,1 shared bath,,$180.00
Private room,1 private bath,1.0,$688.00
Hotel room,1 shared bath,1.0,$312.00
Shared room,2 shared baths,1.0,$180.00
Private room,1 shared bath,1.0,$483.00
Private room,1 private bath,1.0,$519.00
Private room,1 shared bath,1.0,$130.00
Shared room,2 shared baths,1.0,$300.00
Private room,1 shared bath,1.0,$180.00
Entire home/apt,3 baths,3.0,"$1,482.00"
Private room,1 private bath,1.0,$497.00
Private room,1 private bath,1.0,$356.00
Entire home/apt,1 bath,1.0,$555.00
Entire home/apt,1 bath,1.0,$479.00
Entire home/apt,1 bath,,$540.00
Entire home/apt,1 bath,3.0,"$1,017.00"
Private room,1 private bath,1.0,$460.00
Private room,1 private bath,,$180.00
Private room,1 private bath,1.0,$360.00
Entire home/apt,1 bath,2.0,"$1,999.00"
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$130.00
Entire home/apt,Half-bath,1.0,$580.00
Private room,1 private bath,,$180.00
Private room,1 shared bath,,$160.00
Entire home/apt,1 bath,,$280.00
Private room,1 private bath,1.0,$663.00
Private room,1 private bath,1.0,$406.00
Private room,1 private bath,1.0,$500.00
Entire home/apt,2 baths,3.0,"$1,857.00"
Entire home/apt,1 bath,2.0,"$1,543.00"
Private room,1 private bath,,$260.00
Private room,1 private bath,1.0,$350.00
Private room,1 private bath,1.0,$507.00
Private room,1 shared bath,1.0,$300.00
Private room,2 baths,,"$78,000.00"
Entire home/apt,1 bath,2.0,$382.00
Private room,3 shared baths,1.0,$94.00
Private room,2 shared baths,1.0,$100.00
Entire home/apt,2 baths,3.0,"$2,372.00"
Entire home/apt,1 bath,2.0,"$22,329.00"
Entire home/apt,1 bath,,$594.00
Entire home/apt,2 baths,2.0,"$9,388.00"
Entire home/apt,1 bath,3.0,$893.00
Private room,1 private bath,1.0,$460.00
Entire home/apt,1.5 baths,2.0,"$4,293.00"
Private room,2 baths,2.0,"$1,473.00"
Private room,1 private bath,,"$3,254.00"
Private room,1 private bath,,$541.00
Private room,1 private bath,1.0,$700.00
Entire home/apt,1 bath,1.0,$653.00
Entire home/apt,1 bath,1.0,"$1,933.00"
Private room,1 shared bath,1.0,$550.00
Private room,1 private bath,1.0,"$1,150.00"
Entire home/apt,2 baths,3.0,"$10,768.00"
Private room,1 shared bath,1.0,$457.00
Entire home/apt,1 bath,,$800.00
Private room,1 shared bath,1.0,$130.00
Shared room,1.5 shared baths,1.0,$598.00
Entire home/apt,1 bath,,$779.00
Entire home/apt,1 bath,,$340.00
Private room,1 private bath,1.0,"$1,400.00"
Private room,1 private bath,1.0,$791.00
Entire home/apt,0 baths,,$120.00
Hotel room,1 private bath,1.0,$320.00
Private room,1 private bath,,$299.00
Entire home/apt,2 baths,3.0,"$1,050.00"
Entire home/apt,1 bath,2.0,$850.00
Private room,1 private bath,,$580.00
Private room,1 private bath,1.0,$217.00
Entire home/apt,2 baths,1.0,$399.00
Entire home/apt,1.5 baths,1.0,$427.00
Private room,1 shared bath,1.0,$180.00
Private room,1 private bath,1.0,$384.00
Private room,1 private bath,1.0,$400.00
Entire home/apt,1 bath,2.0,$850.00
Entire home/apt,2 baths,3.0,"$1,050.00"
Private room,1 private bath,,$217.00
Private room,8 shared baths,2.0,"$2,500.00"
Private room,1 shared bath,1.0,$180.00
Entire home/apt,1 bath,1.0,$900.00
Entire home/apt,1 bath,,$650.00
Private room,1 shared bath,1.0,$205.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$217.00
Private room,1 shared bath,1.0,$180.00
Shared room,2 shared baths,1.0,$736.00
Entire home/apt,1 bath,,$342.00
Entire home/apt,1 bath,,"$1,500.00"
Private room,1 private bath,1.0,$766.00
Entire home/apt,1 bath,1.0,$550.00
Private room,1 shared bath,1.0,$130.00
Private room,1 private bath,1.0,$200.00
Entire home/apt,3 baths,4.0,"$1,000.00"
Entire home/apt,1 bath,,$636.00
Private room,1 shared bath,1.0,$380.00
Entire home/apt,1 bath,1.0,"$1,000.00"
Private room,1 shared bath,1.0,$888.00
Entire home/apt,1.5 baths,1.0,$500.00
Entire home/apt,1 bath,2.0,$817.00
Private room,1 private bath,1.0,$460.00
Private room,1 private bath,,$450.00
Private room,1 private bath,1.0,$251.00
Private room,1 shared bath,1.0,$130.00
Entire home/apt,1 bath,1.0,"$1,550.00"
Private room,1 shared bath,1.0,$180.00
Entire home/apt,1 bath,1.0,$598.00
Entire home/apt,1 bath,,$594.00
Private room,1 private bath,1.0,"$1,005.00"
Entire home/apt,1 bath,,$594.00
Entire home/apt,1 bath,,$558.00
Private room,1 shared bath,1.0,$380.00
Entire home/apt,3 baths,3.0,"$1,500.00"
Entire home/apt,1 bath,3.0,"$3,000.00"
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$380.00
Entire home/apt,1 bath,2.0,$850.00
Entire home/apt,1 bath,1.0,$750.00
Private room,2 shared baths,6.0,$180.00
Private room,1 private bath,1.0,$447.00
Entire home/apt,1 bath,1.0,$920.00
Entire home/apt,1 bath,,$500.00
Entire home/apt,1 bath,1.0,$850.00
Private room,1 private bath,2.0,$814.00
Private room,1 shared bath,1.0,$130.00
Private room,1 shared bath,1.0,$160.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Private room,1 private bath,1.0,$206.00
Private room,1 private bath,1.0,"$1,005.00"
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$178.00
Private room,1 shared bath,1.0,$180.00
Private room,1 private bath,1.0,"$1,005.00"
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Private room,1 private bath,1.0,$334.00
Private room,1 private bath,1.0,$371.00
Private room,1 private bath,1.0,$206.00
Private room,1 private bath,1.0,$206.00
Private room,1 shared bath,,$180.00
Private room,1 shared bath,,$816.00
Shared room,2 shared baths,1.0,$380.00
Entire home/apt,1 bath,1.0,"$5,000.00"
Private room,1 shared bath,1.0,$130.00
Entire home/apt,1 bath,1.0,$754.00
Private room,1 private bath,1.0,"$1,000.00"
Private room,1 private bath,1.0,$857.00
Entire home/apt,1 bath,,"$1,343.00"
Entire home/apt,1 bath,1.0,"$1,551.00"
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$100.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$190.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Entire home/apt,4 baths,4.0,"$3,317.00"
Entire home/apt,3 baths,4.0,"$1,745.00"
Private room,1 private bath,1.0,$135.00
Entire home/apt,1 bath,,"$10,643.00"
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Private room,1.5 baths,,$382.00
Private room,1.5 baths,,$470.00
Entire home/apt,1 bath,1.0,"$2,500.00"
Private room,1 shared bath,1.0,$180.00
Entire home/apt,1 bath,1.0,$750.00
Private room,1 shared bath,1.0,$180.00
Entire home/apt,1 bath,1.0,"$2,300.00"
Entire home/apt,1 bath,,$442.00
Entire home/apt,1 bath,2.0,"$2,000.00"
Entire home/apt,1 bath,1.0,"$2,087.00"
Private room,1 private bath,1.0,"$214,900.00"
Entire home/apt,1 bath,1.0,$353.00
Private room,1 shared bath,1.0,$267.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Private room,1 private bath,1.0,$135.00
Private room,1 private bath,1.0,$200.00
Private room,1 bath,1.0,$163.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Entire home/apt,1 bath,,$217.00
Private room,1 private bath,1.0,$420.00
Entire home/apt,1 bath,1.0,"$1,400.00"
Private room,1 bath,1.0,"$3,175.00"
Private room,1 bath,1.0,"$5,645.00"
Private room,1 bath,1.0,"$1,411.00"
Private room,1 shared bath,1.0,$130.00
Private room,1 shared bath,,$180.00
Private room,1 shared bath,1.0,$190.00
Private room,1 shared bath,1.0,$217.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,,$514.00
Private room,1 shared bath,,$280.00
Private room,1 shared bath,1.0,$180.00
Entire home/apt,1 bath,1.0,$650.00
Private room,1 shared bath,1.0,$180.00
Entire home/apt,1 bath,,"$1,650.00"
Private room,1 shared bath,1.0,$180.00
Private room,2 shared baths,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Entire home/apt,1 bath,2.0,"$1,200.00"
Private room,1 shared bath,1.0,$143.00
Entire home/apt,1 bath,,$217.00
Entire home/apt,1 bath,,"$1,180.00"
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Entire home/apt,1 bath,2.0,"$1,400.00"
Private room,1 shared bath,1.0,$270.00
Private room,1 private bath,1.0,$400.00
Entire home/apt,1 bath,,$217.00
Private room,1 private bath,1.0,$217.00
Entire home/apt,1 bath,,$217.00
Entire home/apt,1 bath,3.0,"$1,243.00"
Entire home/apt,1 bath,1.0,$436.00
Entire home/apt,2 baths,2.0,"$1,500.00"
Private room,1 private bath,1.0,$424.00
Private room,1 private bath,1.0,$328.00
Private room,1 private bath,1.0,$370.00
Private room,1 private bath,1.0,$279.00
Entire home/apt,1 bath,1.0,$180.00
Private room,1 shared bath,1.0,$220.00
Private room,1 shared bath,1.0,$180.00
Entire home/apt,1.5 baths,,$390.00
Shared room,1 shared bath,1.0,$335.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Private room,1 private bath,1.0,$360.00
Private room,1 private bath,1.0,$313.00
Entire home/apt,1.5 baths,1.0,$590.00
Private room,1 shared bath,,$180.00
Private room,1 shared bath,1.0,$620.00
Private room,1.5 baths,1.0,"$1,200.00"
Private room,1 private bath,1.0,$380.00
Private room,1 shared bath,1.0,$180.00
Entire home/apt,1 bath,3.0,"$1,017.00"
Entire home/apt,1 bath,2.0,$850.00
Entire home/apt,1 bath,1.0,$880.00
Entire home/apt,1 bath,2.0,$850.00
Entire home/apt,1 bath,2.0,$850.00
Entire home/apt,2 baths,3.0,"$1,800.00"
Entire home/apt,1 bath,1.0,"$2,200.00"
Private room,1 shared bath,1.0,$180.00
Entire home/apt,1 bath,,"$4,677.00"
Entire home/apt,1 bath,,$217.00
Private room,1 shared bath,1.0,$180.00
Private room,1 private bath,1.0,$386.00
Entire home/apt,1 bath,1.0,$788.00
Entire home/apt,1 bath,,"$4,677.00"
Private room,1 shared bath,,$180.00
Entire home/apt,1 bath,,"$4,677.00"
Private room,1 bath,,"$1,150.00"
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,,$120.00
Private room,1 shared bath,1.0,$180.00
Entire home/apt,1 bath,,$217.00
Private room,1 private bath,1.0,$380.00
Private room,1 shared bath,1.0,$438.00
Entire home/apt,1 bath,1.0,$500.00
Entire home/apt,1 bath,,$460.00
Entire home/apt,1 bath,,$217.00
Private room,1.5 shared baths,1.0,$250.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,,$180.00
Entire home/apt,1 bath,,"$4,677.00"
Private room,1 shared bath,1.0,$480.00
Private room,1 shared bath,1.0,$480.00
Entire home/apt,1 bath,,"$4,677.00"
Private room,1 private bath,1.0,$586.00
Entire home/apt,1.5 baths,1.0,$598.00
Private room,2 shared baths,1.0,$180.00
Entire home/apt,1 bath,,$217.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Private room,1 private bath,1.0,"$1,150.00"
Private room,1 private bath,1.0,$550.00
Private room,1 shared bath,1.0,$438.00
Entire home/apt,1 bath,1.0,$850.00
Entire home/apt,1 bath,,$414.00
Private room,1.5 baths,1.0,$543.00
Private room,1 shared bath,1.0,$180.00
Private room,1 private bath,1.0,"$1,150.00"
Private room,1 shared bath,1.0,$180.00
Entire home/apt,1 bath,1.0,"$1,333.00"
Entire home/apt,1 bath,1.0,"$1,117.00"
Entire home/apt,3 baths,3.0,"$4,320.00"
Private room,1 private bath,1.0,$180.00
Private room,2 shared baths,1.0,$180.00
Private room,1.5 shared baths,1.0,$380.00
Private room,1.5 baths,1.0,"$3,729.00"
Entire home/apt,1 bath,1.0,$800.00
Private room,1 shared bath,,$180.00
Entire home/apt,1 bath,2.0,"$1,017.00"
Private room,1 shared bath,1.0,$180.00
Entire home/apt,1 bath,1.0,$410.00
Entire home/apt,1 bath,,$217.00
Entire home/apt,1 bath,,$558.00
Private room,1 private bath,1.0,$380.00
Entire home/apt,2.5 baths,4.0,"$2,167.00"
Entire home/apt,1 bath,2.0,"$1,380.00"
Private room,1 shared bath,1.0,$130.00
Entire home/apt,1 bath,2.0,"$1,500.00"
Private room,1 private bath,1.0,$350.00
Private room,1 private bath,1.0,$500.00
Entire home/apt,1 bath,2.0,$699.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Entire home/apt,1 bath,,$217.00
Private room,1 private bath,1.0,$380.00
Private room,1 shared bath,1.0,$380.00
Private room,1 shared bath,1.0,"$1,400.00"
Entire home/apt,1 bath,,$288.00
Private room,1 shared bath,1.0,$120.00
Private room,1 shared bath,,$180.00
Private room,1 shared bath,1.0,$180.00
Shared room,2 shared baths,1.0,$130.00
Entire home/apt,1 bath,,$270.00
Entire home/apt,1 bath,,$477.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$150.00
Private room,1 shared bath,1.0,$150.00
Private room,1 private bath,1.0,$383.00
Private room,1 private bath,1.0,$265.00
Private room,1 private bath,1.0,$265.00
Private room,1 private bath,1.0,$415.00
Private room,1 private bath,1.0,$415.00
Private room,1 shared bath,1.0,$130.00
Private room,1 shared bath,1.0,$130.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Entire home/apt,1 bath,,$513.00
Entire home/apt,1 bath,,$456.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Private room,1 private bath,1.0,"$11,164.00"
Private room,2 shared baths,1.0,$180.00
Private room,1 shared bath,1.0,$130.00
Private room,1 bath,1.0,$380.00
Private room,2 shared baths,1.0,$180.00
Entire home/apt,1 bath,,$217.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$121.00
Entire home/apt,1 bath,2.0,"$1,000.00"
Private room,1 shared bath,1.0,$400.00
Shared room,2 shared baths,1.0,$263.00
Shared room,2 shared baths,1.0,$249.00
Shared room,2 shared baths,1.0,$283.00
Private room,1 shared bath,1.0,$130.00
Private room,1 shared bath,1.0,"$5,695.00"
Entire home/apt,1 bath,2.0,$909.00
Private room,1 shared bath,1.0,$160.00
Private room,1 shared bath,1.0,$150.00
Private room,1 shared bath,1.0,"$1,550.00"
Entire home/apt,1 bath,1.0,$717.00
Entire home/apt,2 baths,3.0,"$1,200.00"
Private room,1 shared bath,1.0,$620.00
Private room,1 private bath,,$300.00
Private room,1 shared bath,1.0,$130.00
Entire home/apt,1 bath,2.0,"$2,074.00"
Private room,1 shared bath,1.0,$450.00
Private room,1 shared bath,1.0,$180.00
Private room,1.5 baths,1.0,$454.00
Entire home/apt,1 bath,2.0,"$2,331.00"
Entire home/apt,1 bath,,$449.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Entire home/apt,1 bath,1.0,$217.00
Private room,1 private bath,1.0,$400.00
Private room,1.5 baths,1.0,$750.00
Entire home/apt,1 bath,,$551.00
Entire home/apt,1 bath,2.0,$893.00
Private room,1 private bath,1.0,"$1,115.00"
Entire home/apt,1 bath,1.0,"$1,243.00"
Entire home/apt,3 baths,3.0,"$3,500.00"
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Entire home/apt,1 bath,1.0,"$1,200.00"
Private room,1 private bath,1.0,$439.00
Shared room,1 shared bath,1.0,$180.00
Private room,1 private bath,1.0,$473.00
Private room,1 private bath,1.0,$537.00
Private room,1 private bath,1.0,$615.00
Private room,1 shared bath,1.0,$692.00
Private room,1 private bath,1.0,$692.00
Private room,1 private bath,1.0,$692.00
Private room,1 private bath,1.0,$692.00
Private room,1 private bath,1.0,$439.00
Private room,1 private bath,1.0,$439.00
Private room,1 private bath,1.0,$439.00
Private room,1 private bath,1.0,$439.00
Private room,1 private bath,1.0,$481.00
Private room,1 private bath,1.0,$481.00
Private room,1 private bath,1.0,$481.00
Private room,1 private bath,1.0,$481.00
Private room,1 private bath,1.0,$537.00
Private room,1 private bath,1.0,$537.00
Private room,1 private bath,1.0,$537.00
Private room,1 private bath,1.0,$615.00
Private room,1 private bath,1.0,$615.00
Private room,1 private bath,1.0,$217.00
Entire home/apt,0 baths,,$225.00
Private room,0 baths,,$252.00
Entire home/apt,0 baths,,$288.00
Entire home/apt,0 baths,,$288.00
Entire home/apt,0 baths,,$252.00
Entire home/apt,0 baths,,$225.00
Entire home/apt,0 baths,,$225.00
Entire home/apt,0 baths,,$252.00
Private room,2 shared baths,1.0,$180.00
Entire home/apt,1 bath,2.0,$850.00
Entire home/apt,1 bath,2.0,$850.00
Private room,1 shared bath,1.0,$130.00
Entire home/apt,1 bath,,$324.00
Entire home/apt,1 bath,,$513.00
Shared room,2 shared baths,1.0,$207.00
Private room,1 shared bath,1.0,$455.00
Private room,1 private bath,1.0,$555.00
Private room,2 shared baths,1.0,$563.00
Private room,2 shared baths,1.0,"$3,240.00"
Shared room,2 shared baths,1.0,$185.00
Private room,2 shared baths,1.0,"$1,620.00"
Private room,1 private bath,1.0,$400.00
Entire home/apt,1 bath,1.0,"$1,400.00"
Entire home/apt,1.5 baths,1.0,$357.00
Private room,1 shared bath,1.0,$235.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Hotel room,1 shared bath,1.0,$459.00
Private room,2 baths,3.0,$700.00
Private room,1 shared bath,1.0,$140.00
Private room,1 shared bath,1.0,$130.00
Private room,1 shared bath,1.0,$130.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Entire home/apt,1 bath,,$342.00
Entire home/apt,1 bath,,$596.00
Private room,1 shared bath,1.0,$130.00
Private room,1 shared bath,1.0,$180.00
Entire home/apt,1 bath,,$217.00
Private room,1 shared bath,1.0,$130.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Entire home/apt,1 bath,,$740.00
Entire home/apt,1 bath,,$634.00
Private room,2 shared baths,1.0,$125.00
Entire home/apt,1 bath,1.0,"$1,171.00"
Private room,1 private bath,1.0,$350.00
Private room,1.5 shared baths,1.0,$600.00
Private room,1 shared bath,1.0,$150.00
Private room,1 shared bath,1.0,$160.00
Private room,1 private bath,1.0,$280.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$130.00
Private room,1 shared bath,1.0,$130.00
Hotel room,2 baths,1.0,$87.00
Private room,1 shared bath,1.0,$180.00
Private room,1 bath,1.0,"$2,400.00"
Entire home/apt,1 bath,1.0,$800.00
Private room,2 shared baths,1.0,$160.00
Entire home/apt,1 bath,2.0,"$1,200.00"
Private room,1 shared bath,1.0,$180.00
Private room,1.5 shared baths,1.0,$180.00
Hotel room,2 baths,1.0,$87.00
Entire home/apt,1 bath,,$409.00
Private room,1 shared bath,1.0,$650.00
Private room,1 private bath,,$243.00
Private room,1 bath,1.0,$180.00
Private room,1 shared bath,,$217.00
Private room,1 bath,1.0,$414.00
Private room,1 bath,1.0,$200.00
Private room,1 bath,1.0,$200.00
Entire home/apt,1 bath,1.0,"$1,200.00"
Private room,1 shared bath,1.0,$226.00
Private room,1 shared bath,1.0,$130.00
Private room,1 private bath,1.0,$299.00
Private room,1 shared bath,1.0,$180.00
Private room,1 private bath,1.0,$480.00
Private room,1 private bath,1.0,$380.00
Entire home/apt,1 bath,,$429.00
Private room,1 shared bath,1.0,$130.00
Private room,1 shared bath,1.0,$130.00
Entire home/apt,1 bath,1.0,"$5,000.00"
Private room,1.5 baths,1.0,$300.00
Private room,1 bath,1.0,$200.00
Private room,1 bath,1.0,$436.00
Private room,1 bath,1.0,$200.00
Private room,1 bath,1.0,$200.00
Entire home/apt,1 bath,1.0,$914.00
Private room,2 shared baths,1.0,$180.00
Entire home/apt,1 bath,,$820.00
Private room,1 shared bath,1.0,$180.00
Entire home/apt,1.5 baths,1.0,$225.00
Entire home/apt,1 bath,1.0,"$5,000.00"
Entire home/apt,1 bath,,$400.00
Entire home/apt,1 bath,,$900.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Shared room,2 shared baths,1.0,"$5,000.00"
Private room,1 private bath,1.0,$500.00
Private room,1 shared bath,1.0,$130.00
Shared room,1 shared bath,1.0,$140.00
Private room,1 shared bath,1.0,$180.00
Entire home/apt,1 bath,,$650.00
Private room,1 private bath,,$217.00
Entire home/apt,1 bath,,$217.00
Entire home/apt,1 bath,3.0,"$1,711.00"
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,2.0,"$1,200.00"
Private room,1 bath,1.0,"$4,800.00"
Private room,1 shared bath,1.0,$180.00
Shared room,1 shared bath,1.0,$150.00
Private room,1 shared bath,1.0,$140.00
Private room,1 shared bath,1.0,$180.00
Entire home/apt,1 bath,1.0,"$5,000.00"
Private room,1 private bath,1.0,$404.00
Private room,1 private bath,1.0,$404.00
Private room,1 private bath,1.0,$404.00
Private room,1 private bath,1.0,$404.00
Private room,1 private bath,1.0,$404.00
Private room,1 private bath,1.0,$401.00
Private room,1 shared bath,1.0,$140.00
Private room,1 private bath,1.0,$404.00
Entire home/apt,1 bath,,$530.00
Private room,1 private bath,1.0,$454.00
Private room,1 private bath,1.0,$488.00
Private room,1 shared bath,1.0,$130.00
Private room,1.5 baths,1.0,$300.00
Private room,1 shared bath,1.0,$130.00
Private room,1 shared bath,1.0,$140.00
Entire home/apt,1 bath,2.0,"$1,731.00"
Private room,1 shared bath,1.0,$130.00
Private room,1 private bath,1.0,$400.00
Entire home/apt,1 bath,1.0,$449.00
Entire home/apt,1 bath,,$207.00
Entire home/apt,1 bath,,$470.00
Entire home/apt,1 bath,,$457.00
Entire home/apt,1 bath,2.0,"$1,400.00"
Entire home/apt,1 bath,1.0,$480.00
Entire home/apt,1 bath,1.0,$350.00
Entire home/apt,1 bath,1.0,$421.00
Private room,1 shared bath,1.0,$180.00
Private room,1 private bath,,$180.00
Entire home/apt,1 bath,,$977.00
Private room,1 shared bath,1.0,$760.00
Entire home/apt,1 bath,1.0,$350.00
Entire home/apt,1 bath,,$357.00
Entire home/apt,1 bath,,$357.00
Private room,1 shared bath,1.0,$130.00
Entire home/apt,1 bath,,$386.00
Entire home/apt,1 bath,1.0,$704.00
Private room,1 private bath,1.0,$450.00
Private room,1 private bath,1.0,$200.00
Private room,1 private bath,1.0,$298.00
Private room,1 private bath,1.0,"$1,252.00"
Entire home/apt,1 bath,,$414.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$150.00
Entire home/apt,1 bath,,$450.00
Private room,2 shared baths,1.0,$130.00
Entire home/apt,1 bath,1.0,$336.00
Entire home/apt,1 bath,1.0,$299.00
Private room,1 shared bath,1.0,$180.00
Entire home/apt,1 bath,2.0,"$2,414.00"
Entire home/apt,1 bath,,$585.00
Private room,1 private bath,,$180.00
Entire home/apt,1 bath,2.0,$550.00
Private room,1 shared bath,1.0,$650.00
Shared room,1 shared bath,1.0,"$8,000.00"
Entire home/apt,1 bath,1.0,$408.00
Entire home/apt,1 bath,,$450.00
Entire home/apt,1 bath,,$396.00
Entire home/apt,1 bath,,$414.00
Entire home/apt,1 bath,,$441.00
Entire home/apt,1 bath,,$351.00
Private room,1 private bath,1.0,"$10,000.00"
Private room,1 private bath,1.0,"$10,000.00"
Private room,1 private bath,1.0,"$10,000.00"
Entire home/apt,1 bath,1.0,$217.00
Private room,1 private bath,1.0,$287.00
Private room,1 private bath,1.0,$400.00
Private room,1 private bath,,$643.00
Entire home/apt,1 bath,1.0,$629.00
Private room,1 private bath,1.0,$543.00
Private room,1 private bath,1.0,$436.00
Private room,1 shared bath,1.0,$180.00
Entire home/apt,1 bath,,$650.00
Entire home/apt,1 bath,,$333.00
Entire home/apt,1 bath,,$302.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$250.00
Private room,1 shared bath,1.0,$180.00
Shared room,1 shared bath,1.0,$700.00
Entire home/apt,3.5 baths,4.0,"$2,000.00"
Entire home/apt,1 bath,,$914.00
Entire home/apt,2 baths,3.0,$700.00
Hotel room,2 baths,1.0,$284.00
Entire home/apt,1 bath,1.0,$700.00
Hotel room,2.5 baths,1.0,$207.00
Private room,1 private bath,1.0,$439.00
Entire home/apt,1 bath,,$600.00
Entire home/apt,1 bath,,$477.00
Entire home/apt,1 bath,,$414.00
Entire home/apt,1 bath,,$468.00
Entire home/apt,1 bath,,$414.00
Entire home/apt,1 bath,,$351.00
Entire home/apt,1 bath,,$468.00
Entire home/apt,1 bath,,$414.00
Entire home/apt,1 bath,,$570.00
Entire home/apt,1 bath,,$740.00
Entire home/apt,1 bath,2.0,$811.00
Entire home/apt,1 bath,1.0,$980.00
Entire home/apt,1 bath,1.0,$971.00
Private room,1 shared bath,1.0,$357.00
Entire home/apt,1 bath,,$351.00
Shared room,1 shared bath,1.0,"$78,153.00"
Entire home/apt,2 baths,1.0,$800.00
Private room,1 private bath,1.0,$717.00
Entire home/apt,1 bath,,$380.00
Entire home/apt,1 bath,,$618.00
Private room,1.5 baths,1.0,$350.00
Private room,1 private bath,1.0,$490.00
Private room,1 private bath,1.0,$400.00
Private room,1 shared bath,1.0,$180.00
Entire home/apt,1 bath,,$490.00
Entire home/apt,1 bath,,$450.00
Entire home/apt,1 bath,,$468.00
Entire home/apt,1 bath,,$414.00
Entire home/apt,1 bath,,$396.00
Private room,1 private bath,1.0,$430.00
Entire home/apt,1 bath,,$468.00
Private room,1 shared bath,1.0,$180.00
Entire home/apt,1 bath,,$530.00
Private room,1 shared bath,1.0,$180.00
Private room,1 private bath,1.0,$130.00
Private room,1 shared bath,1.0,$180.00
Private room,1 private bath,1.0,$430.00
Entire home/apt,3 baths,3.0,"$2,000.00"
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Entire home/apt,1 bath,,$217.00
Private room,1 shared bath,1.0,$130.00
Entire home/apt,1 bath,1.0,$450.00
Entire home/apt,1 bath,2.0,"$1,000.00"
Entire home/apt,1 bath,,$700.00
Entire home/apt,1 bath,1.0,"$1,000.00"
Shared room,2 shared baths,1.0,$185.00
Shared room,2 shared baths,1.0,$185.00
Shared room,2 shared baths,1.0,$185.00
Shared room,2 shared baths,1.0,$185.00
Shared room,2 shared baths,1.0,$185.00
Shared room,2 shared baths,1.0,$185.00
Shared room,2 shared baths,1.0,$185.00
Shared room,2 shared baths,1.0,$185.00
Shared room,2 shared baths,1.0,$185.00
Shared room,2 shared baths,1.0,$185.00
Shared room,2 shared baths,1.0,$185.00
Shared room,2 shared baths,1.0,$185.00
