room_type,bathrooms_text,bedrooms,price
Entire home/apt,2 baths,2.0,$780.00
Private room,1 bath,1.0,$664.00
Private room,1 bath,1.0,$797.00
Entire home/apt,1 bath,2.0,$833.00
Entire home/apt,1 bath,1.0,$920.00
Private room,1 private bath,1.0,$670.00
Private room,1 private bath,1.0,$726.00
Private room,1 private bath,1.0,$837.00
Private room,1 private bath,1.0,$558.00
Private room,1 private bath,1.0,$782.00
Private room,1 private bath,1.0,$726.00
Private room,1 private bath,1.0,$536.00
Private room,1 private bath,1.0,$726.00
Private room,1 private bath,1.0,$726.00
Entire home/apt,1 bath,1.0,$250.00
Entire home/apt,1 bath,1.0,$500.00
Entire home/apt,1 bath,1.0,"$1,033.00"
Entire home/apt,1 bath,1.0,$800.00
Entire home/apt,2 baths,3.0,"$1,888.00"
Entire home/apt,1 bath,2.0,$400.00
Entire home/apt,1 bath,1.0,$850.00
Entire home/apt,1 bath,1.0,$950.00
Entire home/apt,1 bath,3.0,"$2,000.00"
Entire home/apt,1 bath,1.0,$600.00
Entire home/apt,1 bath,1.0,$900.00
Entire home/apt,1 bath,2.0,$500.00
Entire home/apt,1 bath,1.0,$350.00
Entire home/apt,1 bath,,$280.00
Shared room,1.5 shared baths,1.0,$318.00
Entire home/apt,1 bath,1.0,$280.00
Entire home/apt,1 bath,1.0,"$1,001.00"
Entire home/apt,2 baths,3.0,"$1,200.00"
Entire home/apt,1 bath,,$590.00
Entire home/apt,1 bath,,$934.00
Entire home/apt,1 bath,1.0,$250.00
Entire home/apt,1 bath,1.0,$906.00
Entire home/apt,1 bath,2.0,"$1,481.00"
Entire home/apt,1 bath,2.0,"$1,600.00"
Entire home/apt,1 bath,1.0,$816.00
Entire home/apt,1 bath,2.0,"$1,100.00"
Entire home/apt,1.5 baths,1.0,"$1,879.00"
Entire home/apt,1 bath,,$800.00
Entire home/apt,1 bath,,"$1,080.00"
Entire home/apt,1 bath,,$550.00
Entire home/apt,1 bath,2.0,"$1,200.00"
Private room,1 shared bath,1.0,$288.00
Private room,1 shared bath,1.0,"$5,000.00"
Entire home/apt,1 bath,1.0,$950.00
Private room,1 private bath,1.0,$450.00
Private room,1 private bath,1.0,$569.00
Entire home/apt,1 bath,,$748.00
Entire home/apt,1 bath,,$383.00
Entire home/apt,1.5 baths,2.0,$470.00
Shared room,1 shared bath,1.0,"$1,000.00"
Entire home/apt,1 bath,2.0,"$1,100.00"
Private room,1 private bath,1.0,$407.00
Private room,1 private bath,,$410.00
Private room,1 private bath,,$380.00
Entire home/apt,1 bath,3.0,"$1,000.00"
Entire home/apt,1.5 baths,2.0,$929.00
Entire home/apt,1 bath,,$890.00
Entire home/apt,2 baths,2.0,"$1,309.00"
Entire home/apt,2 baths,2.0,"$1,263.00"
Entire home/apt,2 baths,2.0,$999.00
Entire home/apt,1.5 baths,1.0,"$1,800.00"
Entire home/apt,1 bath,2.0,"$1,900.00"
Entire home/apt,1 bath,1.0,"$2,280.00"
Entire home/apt,1 bath,,$772.00
Entire home/apt,1 bath,,"$1,300.00"
Entire home/apt,1 bath,,$985.00
Entire home/apt,1 bath,,"$1,925.00"
Entire home/apt,1 bath,,$550.00
Private room,,1.0,$352.00
Entire home/apt,2 baths,2.0,"$3,099.00"
Entire home/apt,1 bath,,"$1,080.00"
Private room,1 shared bath,1.0,$400.00
Private room,1 private bath,1.0,$268.00
Private room,1 private bath,1.0,$368.00
Private room,1 private bath,1.0,$228.00
Private room,1 private bath,1.0,$138.00
Entire home/apt,1 bath,2.0,"$1,933.00"
Private room,2 shared baths,1.0,$420.00
Entire home/apt,1 bath,1.0,"$1,500.00"
Entire home/apt,1 bath,,$600.00
Entire home/apt,1 bath,2.0,"$2,033.00"
Entire home/apt,1 bath,,$700.00
Entire home/apt,1 bath,1.0,"$1,600.00"
Entire home/apt,1.5 baths,1.0,$394.00
Entire home/apt,1 bath,1.0,"$1,810.00"
Entire home/apt,1 bath,1.0,"$1,600.00"
Entire home/apt,1 bath,1.0,"$1,700.00"
Entire home/apt,1 bath,1.0,"$1,500.00"
Entire home/apt,1 bath,1.0,"$1,488.00"
Entire home/apt,1 bath,1.0,"$1,000.00"
Entire home/apt,1 bath,,$454.00
Entire home/apt,1 bath,,"$1,313.00"
Entire home/apt,1 bath,,"$1,133.00"
Entire home/apt,1 bath,,"$1,233.00"
Private room,,1.0,$471.00
Private room,1 shared bath,1.0,$326.00
Entire home/apt,1 bath,,"$1,413.00"
Entire home/apt,1 bath,1.0,"$1,050.00"
Entire home/apt,1 bath,2.0,"$2,000.00"
Entire home/apt,1 bath,2.0,"$1,970.00"
Entire home/apt,2 baths,2.0,"$2,167.00"
Private room,1 private bath,1.0,"$318,333.00"
Entire home/apt,1 bath,1.0,$550.00
Private room,1 private bath,1.0,"$3,226.00"
Entire home/apt,1 bath,,$800.00
Private room,1 private bath,1.0,$238.00
Entire home/apt,1.5 baths,1.0,$564.00
Entire home/apt,1 bath,2.0,$811.00
Entire home/apt,1 bath,,$650.00
Entire home/apt,1 bath,,$650.00
Entire home/apt,1 bath,,$844.00
Entire home/apt,1 bath,,$650.00
Entire home/apt,1 bath,,"$1,226.00"
Entire home/apt,1 bath,,$803.00
Entire home/apt,1 bath,,"$1,226.00"
Entire home/apt,1 bath,1.0,"$1,100.00"
Entire home/apt,1 bath,1.0,"$1,000.00"
Entire home/apt,2 baths,2.0,"$2,400.00"
Entire home/apt,1 bath,1.0,"$1,400.00"
Private room,1 shared bath,1.0,"$1,257.00"
Entire home/apt,1 bath,1.0,"$1,750.00"
Entire home/apt,1 bath,,"$1,450.00"
Entire home/apt,2 baths,2.0,"$2,000.00"
Entire home/apt,1 bath,,"$1,000.00"
Entire home/apt,1 bath,1.0,"$1,470.00"
Private room,1 shared bath,1.0,$166.00
Private room,1 shared bath,1.0,$167.00
Private room,1 shared bath,1.0,$166.00
Private room,1 shared bath,1.0,$166.00
Entire home/apt,1 bath,2.0,"$1,000.00"
Entire home/apt,1 bath,,"$1,482.00"
Entire home/apt,1 bath,,"$1,590.00"
Entire home/apt,1 bath,,"$1,500.00"
Entire home/apt,1 bath,1.0,"$1,633.00"
Entire home/apt,2 baths,2.0,"$2,800.00"
Entire home/apt,1 bath,1.0,$300.00
Entire home/apt,1 bath,2.0,"$2,019.00"
Private room,1 private bath,1.0,$268.00
Private room,1 private bath,1.0,$368.00
Private room,1 private bath,1.0,$268.00
Entire home/apt,2 baths,2.0,"$2,500.00"
Entire home/apt,1 bath,1.0,"$1,500.00"
Entire home/apt,1 bath,1.0,"$1,100.00"
Entire home/apt,1 bath,1.0,$900.00
Entire home/apt,1 bath,,$320.00
Private room,1 private bath,1.0,$149.00
Private room,1 private bath,1.0,$258.00
Private room,1 private bath,1.0,$298.00
Private room,1 private bath,1.0,$268.00
Private room,1 private bath,1.0,$300.00
Entire home/apt,1 bath,2.0,$814.00
Entire home/apt,1 bath,,"$1,040.00"
Entire home/apt,2 baths,2.0,"$1,900.00"
Entire home/apt,1 bath,,"$1,100.00"
Entire home/apt,1 bath,1.0,"$1,380.00"
Entire home/apt,1 bath,1.0,"$1,213.00"
Entire home/apt,1 bath,,$714.00
Entire home/apt,1 bath,,$993.00
Entire home/apt,1 bath,,"$1,096.00"
Entire home/apt,1 bath,1.0,"$1,300.00"
Entire home/apt,1 bath,2.0,$920.00
Entire home/apt,1 bath,,$710.00
Entire home/apt,1 bath,1.0,$821.00
Private room,1.5 baths,1.0,$230.00
Private room,1 private bath,1.0,$260.00
Private room,1 private bath,1.0,"$1,000.00"
Entire home/apt,1 bath,1.0,$550.00
Entire home/apt,1 bath,2.0,"$2,143.00"
Shared room,4.5 shared baths,1.0,$78.00
Entire home/apt,1 bath,1.0,"$1,570.00"
Private room,1 shared bath,1.0,$304.00
Entire home/apt,1.5 baths,1.0,"$18,714.00"
Private room,1 shared bath,,$315.00
Entire home/apt,1 bath,1.0,$600.00
Private room,1.5 baths,1.0,$168.00
Shared room,4.5 shared baths,1.0,$79.00
Private room,1 private bath,1.0,$506.00
Private room,1 private bath,1.0,$158.00
Private room,1 private bath,1.0,$188.00
Private room,1 private bath,1.0,$368.00
Private room,1 private bath,1.0,$365.00
Entire home/apt,1 bath,1.0,"$1,141.00"
Private room,1 shared bath,1.0,$200.00
Private room,1 bath,1.0,$200.00
Entire home/apt,2 baths,3.0,"$4,049.00"
Entire home/apt,1 bath,,$650.00
Entire home/apt,1 bath,1.0,"$1,743.00"
Shared room,,1.0,$180.00
Entire home/apt,1 bath,2.0,$800.00
Private room,1 shared bath,,$450.00
Private room,1 shared bath,,$450.00
Entire home/apt,1 bath,,$843.00
Private room,,,$250.00
Private room,1 private bath,1.0,$154.00
Private room,1 private bath,1.0,$338.00
Private room,1 private bath,1.0,$248.00
Entire home/apt,2.5 baths,4.0,"$6,457.00"
Private room,1.5 baths,2.0,$800.00
Entire home/apt,1 bath,1.0,$320.00
Entire home/apt,1 bath,1.0,$328.00
Private room,1 private bath,1.0,$299.00
Private room,,,$303.00
Private room,1 private bath,,$300.00
Entire home/apt,2.5 baths,4.0,"$5,429.00"
Entire home/apt,1 bath,1.0,$246.00
Private room,1 shared bath,1.0,$240.00
Entire home/apt,1 bath,1.0,$900.00
Entire home/apt,1 bath,1.0,$420.00
Private room,5.5 baths,8.0,$771.00
Private room,1 private bath,1.0,$331.00
Entire home/apt,1 bath,1.0,$675.00
Entire home/apt,1 bath,1.0,$300.00
Entire home/apt,1 bath,1.0,$451.00
Entire home/apt,2 baths,3.0,"$1,937.00"
Entire home/apt,1.5 baths,1.0,$950.00
Private room,2.5 shared baths,1.0,$78.00
Private room,1 private bath,1.0,$329.00
Entire home/apt,1.5 baths,1.0,"$1,580.00"
Entire home/apt,1 bath,1.0,$836.00
Private room,1 private bath,,$460.00
Entire home/apt,1 bath,1.0,$750.00
Entire home/apt,1 bath,,$606.00
Entire home/apt,1 bath,2.0,$800.00
Entire home/apt,1 bath,1.0,$610.00
Entire home/apt,1 bath,,$300.00
Entire home/apt,Half-bath,,"$3,329.00"
Entire home/apt,1 bath,3.0,$955.00
Entire home/apt,1 bath,1.0,$900.00
Private room,1 private bath,1.0,$404.00
Private room,1 shared bath,1.0,$230.00
Private room,1 private bath,1.0,$499.00
Entire home/apt,2 baths,3.0,$900.00
Private room,1 private bath,,$420.00
Entire home/apt,1 bath,,$650.00
Private room,1 private bath,1.0,$397.00
Private room,1 private bath,1.0,$329.00
Entire home/apt,2 baths,1.0,$967.00
Entire home/apt,2 baths,3.0,"$1,500.00"
Entire home/apt,1 bath,1.0,$464.00
Entire home/apt,1 bath,,$438.00
Entire home/apt,2 baths,,"$1,800.00"
Entire home/apt,1 bath,1.0,$700.00
Entire home/apt,1 bath,1.0,"$1,200.00"
Entire home/apt,1 bath,1.0,"$2,286.00"
Entire home/apt,1 bath,1.0,"$1,150.00"
Private room,1 private bath,1.0,$280.00
Shared room,1 shared bath,1.0,"$3,755.00"
Entire home/apt,1 bath,,$270.00
Entire home/apt,1 bath,1.0,$724.00
Entire home/apt,1.5 baths,1.0,$300.00
Entire home/apt,1 bath,1.0,$783.00
Entire home/apt,1 bath,,"$1,090.00"
Entire home/apt,2 baths,4.0,"$4,215.00"
Entire home/apt,1 bath,1.0,"$1,100.00"
Private room,1 shared bath,1.0,$250.00
Private room,1 private bath,,$650.00
Entire home/apt,2 baths,2.0,$900.00
Entire home/apt,1 bath,1.0,$914.00
Entire home/apt,1 bath,1.0,$600.00
Entire home/apt,1 bath,2.0,$590.00
Entire home/apt,1 bath,2.0,"$6,143.00"
Entire home/apt,2 baths,2.0,$895.00
Private room,1.5 shared baths,1.0,$500.00
Entire home/apt,Half-bath,,$664.00
Private room,1 private bath,1.0,$950.00
Private room,1 private bath,,$350.00
Entire home/apt,1 bath,1.0,$900.00
Entire home/apt,1 bath,,"$1,029.00"
Entire home/apt,1 bath,1.0,$476.00
Private room,1 private bath,1.0,$238.00
Entire home/apt,1 bath,1.0,$700.00
Entire home/apt,1 bath,1.0,$980.00
Private room,1 private bath,1.0,$274.00
Entire home/apt,1 bath,,$741.00
Entire home/apt,1 bath,1.0,$900.00
Entire home/apt,1 bath,1.0,$900.00
Private room,1 private bath,1.0,$288.00
Entire home/apt,1.5 baths,2.0,$680.00
Private room,1 private bath,1.0,$320.00
Entire home/apt,1 bath,1.0,$800.00
Private room,1.5 shared baths,1.0,$350.00
Entire home/apt,1.5 baths,,$600.00
Private room,1 private bath,1.0,$300.00
Private room,1 private bath,1.0,$260.00
Private room,1 private bath,1.0,$280.00
Private room,1 private bath,1.0,$230.00
Entire home/apt,2 baths,2.0,"$1,600.00"
Entire home/apt,1 bath,1.0,"$3,000.00"
Private room,1 private bath,1.0,$380.00
Shared room,,1.0,$150.00
Private room,1 shared bath,1.0,$198.00
Entire home/apt,1 bath,2.0,"$1,200.00"
Entire home/apt,1 bath,2.0,"$11,000.00"
Entire home/apt,1.5 baths,1.0,"$1,000.00"
Private room,1 private bath,1.0,$400.00
Entire home/apt,1 bath,1.0,$240.00
Entire home/apt,2 baths,3.0,"$3,900.00"
Entire home/apt,1 bath,3.0,"$3,600.00"
Entire home/apt,1.5 baths,2.0,"$1,450.00"
Private room,1 private bath,,"$1,240.00"
Private room,1 bath,1.0,$364.00
Private room,1 bath,1.0,$500.00
Entire home/apt,1 bath,1.0,$480.00
Entire home/apt,1 bath,2.0,$948.00
Private room,1 shared bath,1.0,$250.00
Entire home/apt,1.5 baths,2.0,$222.00
Entire home/apt,1 bath,2.0,"$1,350.00"
Entire home/apt,1 bath,1.0,$270.00
Entire home/apt,3.5 baths,3.0,"$15,000.00"
Entire home/apt,2 baths,2.0,"$1,300.00"
Entire home/apt,1 bath,2.0,"$1,500.00"
Entire home/apt,1.5 baths,2.0,$900.00
Private room,1 private bath,1.0,"$1,116.00"
Entire home/apt,4 baths,4.0,"$4,235.00"
Private room,1 private bath,1.0,$172.00
Entire home/apt,1 bath,2.0,"$2,010.00"
Entire home/apt,2 baths,2.0,"$3,570.00"
Private room,1 shared bath,1.0,$140.00
Entire home/apt,1 bath,3.0,$920.00
Entire home/apt,1 bath,2.0,"$1,450.00"
Entire home/apt,1 bath,1.0,$530.00
Entire home/apt,4 baths,3.0,"$4,143.00"
Entire home/apt,1 bath,1.0,$700.00
Entire home/apt,1 bath,,"$1,144.00"
Entire home/apt,1 bath,1.0,"$1,251.00"
Entire home/apt,1 bath,1.0,"$1,394.00"
Entire home/apt,1 bath,1.0,"$1,300.00"
Private room,1 shared bath,1.0,$360.00
Entire home/apt,1 bath,2.0,"$1,636.00"
Private room,1 private bath,1.0,$300.00
Shared room,1 shared bath,1.0,$240.00
Entire home/apt,1 bath,2.0,$814.00
Private room,1 private bath,1.0,$529.00
Entire home/apt,3 baths,4.0,$720.00
Entire home/apt,1.5 baths,2.0,$980.00
Entire home/apt,1 bath,1.0,"$2,393.00"
Entire home/apt,1 bath,1.0,"$1,334.00"
Private room,1 shared bath,1.0,$410.00
Entire home/apt,2 baths,2.0,"$1,271.00"
Entire home/apt,1.5 baths,2.0,"$1,991.00"
Entire home/apt,1 bath,2.0,$600.00
Entire home/apt,1.5 baths,1.0,$779.00
Entire home/apt,1 bath,2.0,$550.00
Entire home/apt,1 bath,2.0,"$1,250.00"
Private room,1 private bath,1.0,"$10,000.00"
Private room,1 shared bath,1.0,$220.00
Entire home/apt,1 bath,3.0,"$1,000.00"
Private room,1 private bath,,$400.00
Entire home/apt,2 baths,3.0,"$1,550.00"
Entire home/apt,1 bath,2.0,"$1,000.00"
Entire home/apt,2 baths,1.0,"$1,100.00"
Entire home/apt,8 baths,6.0,"$32,000.00"
Entire home/apt,1 bath,1.0,$700.00
Entire home/apt,1 bath,2.0,"$1,000.00"
Entire home/apt,1.5 baths,2.0,"$2,050.00"
Entire home/apt,1 bath,2.0,$740.00
Entire home/apt,1 bath,1.0,$850.00
Shared room,2 shared baths,1.0,$224.00
Private room,1 private bath,1.0,$507.00
Private room,1 bath,1.0,$429.00
Entire home/apt,1 bath,1.0,"$2,971.00"
Private room,1 private bath,1.0,$300.00
Entire home/apt,1.5 baths,1.0,$850.00
Entire home/apt,1 bath,1.0,$295.00
Entire home/apt,1 bath,1.0,"$1,774.00"
Entire home/apt,1 bath,1.0,"$2,000.00"
Entire home/apt,1 bath,2.0,"$1,266.00"
Entire home/apt,1 bath,1.0,$700.00
Entire home/apt,1 bath,,$409.00
Entire home/apt,1 bath,1.0,$380.00
Private room,1 private bath,1.0,$269.00
Entire home/apt,1 bath,1.0,$390.00
Entire home/apt,1 bath,,$408.00
Entire home/apt,3 baths,3.0,"$2,800.00"
Private room,1.5 shared baths,1.0,$320.00
Entire home/apt,1 bath,1.0,$400.00
Private room,1.5 shared baths,1.0,"$1,881.00"
Private room,1 bath,1.0,$507.00
Entire home/apt,1.5 baths,1.0,"$1,900.00"
Entire home/apt,1 bath,1.0,$267.00
Entire home/apt,1.5 baths,1.0,$994.00
Entire home/apt,1 bath,2.0,$480.00
Entire home/apt,4 baths,4.0,"$2,786.00"
Private room,1.5 baths,1.0,"$1,080.00"
Entire home/apt,1 bath,1.0,"$1,000.00"
Private room,1.5 baths,1.0,$980.00
Private room,1.5 baths,1.0,$980.00
Entire home/apt,2 baths,2.0,$900.00
Private room,1 private bath,1.0,$980.00
Entire home/apt,1 bath,2.0,$787.00
Entire home/apt,2.5 baths,4.0,"$1,400.00"
Entire home/apt,1 bath,2.0,"$1,200.00"
Entire home/apt,1 bath,,$330.00
Entire home/apt,1 bath,2.0,$900.00
Private room,1 private bath,1.0,$380.00
Entire home/apt,1 bath,1.0,$836.00
Private room,1 private bath,1.0,$342.00
Entire home/apt,1 bath,2.0,$599.00
Entire home/apt,2 baths,2.0,$850.00
Private room,5.5 baths,5.0,$624.00
Entire home/apt,1.5 baths,4.0,"$1,680.00"
Entire home/apt,1 bath,1.0,$485.00
Entire home/apt,2 baths,1.0,$821.00
Entire home/apt,1 bath,1.0,$550.00
Entire home/apt,3 baths,4.0,"$2,900.00"
Entire home/apt,1 bath,1.0,$650.00
Private room,1 private bath,1.0,$250.00
Entire home/apt,1 bath,1.0,$350.00
Private room,1.5 baths,1.0,$220.00
Private room,1 private bath,1.0,$293.00
Entire home/apt,1 bath,1.0,"$3,660.00"
Entire home/apt,1 bath,1.0,"$3,660.00"
Entire home/apt,1 bath,3.0,$580.00
Private room,1 private bath,1.0,$280.00
Entire home/apt,1.5 baths,1.0,"$1,171.00"
Entire home/apt,2 baths,2.0,"$1,090.00"
Private room,1 private bath,1.0,$343.00
Entire home/apt,1 bath,2.0,$800.00
Entire home/apt,1 bath,2.0,$936.00
Entire home/apt,1 bath,1.0,$580.00
Private room,1 shared bath,1.0,$533.00
Entire home/apt,1 bath,3.0,$741.00
Entire home/apt,2 baths,2.0,"$1,143.00"
Entire home/apt,1 bath,1.0,$600.00
Private room,1.5 shared baths,1.0,$407.00
Entire home/apt,1 bath,1.0,$850.00
Entire home/apt,1 bath,2.0,"$2,233.00"
Private room,1 shared bath,1.0,$275.00
Private room,1 shared bath,1.0,$238.00
Entire home/apt,1 bath,1.0,$954.00
Private room,1 private bath,,$338.00
Entire home/apt,1 bath,1.0,"$1,257.00"
Private room,1 private bath,1.0,"$1,080.00"
Entire home/apt,3.5 baths,3.0,"$3,150.00"
Entire home/apt,2 baths,3.0,"$1,800.00"
Entire home/apt,1 bath,3.0,"$1,173.00"
Entire home/apt,1 bath,2.0,$649.00
Entire home/apt,1 bath,2.0,"$1,800.00"
Private room,1 private bath,1.0,$300.00
Entire home/apt,1 bath,1.0,$489.00
Entire home/apt,1 bath,1.0,"$1,500.00"
Entire home/apt,3 baths,3.0,"$40,000.00"
Entire home/apt,1 bath,3.0,$988.00
Entire home/apt,1 bath,,$817.00
Entire home/apt,1 bath,1.0,$500.00
Entire home/apt,1 bath,1.0,$977.00
Entire home/apt,1 bath,2.0,"$1,200.00"
Entire home/apt,1 bath,2.0,$700.00
Entire home/apt,5 baths,4.0,"$4,850.00"
Private room,1 private bath,1.0,$368.00
Shared room,1.5 shared baths,1.0,"$1,300.00"
Entire home/apt,1 bath,,"$2,471.00"
Entire home/apt,1.5 baths,1.0,"$7,888.00"
Entire home/apt,1 bath,2.0,$600.00
Entire home/apt,2 baths,2.0,$688.00
Entire home/apt,2 baths,1.0,"$1,250.00"
Entire home/apt,1 bath,1.0,$980.00
Entire home/apt,1 bath,1.0,$470.00
Entire home/apt,1 bath,1.0,$543.00
Entire home/apt,2 baths,1.0,"$1,500.00"
Private room,2 baths,2.0,$423.00
Entire home/apt,1 bath,3.0,$835.00
Entire home/apt,1 bath,1.0,$475.00
Entire home/apt,1 bath,2.0,"$1,445.00"
Shared room,1 shared bath,1.0,$300.00
Private room,3 baths,3.0,"$4,900.00"
Entire home/apt,1 bath,1.0,$630.00
Entire home/apt,1 bath,1.0,$620.00
Private room,2 shared baths,1.0,$160.00
Entire home/apt,2 baths,1.0,"$1,550.00"
Entire home/apt,1 bath,1.0,$550.00
Private room,1 bath,1.0,$500.00
Private room,2 shared baths,1.0,$198.00
Private room,1.5 baths,1.0,"$2,557.00"
Private room,1.5 shared baths,2.0,$500.00
Entire home/apt,2 baths,3.0,"$1,000.00"
Entire home/apt,2 baths,3.0,$900.00
Entire home/apt,2 baths,3.0,$800.00
Entire home/apt,1 bath,1.0,$900.00
Entire home/apt,2 baths,3.0,"$1,000.00"
Entire home/apt,2 baths,3.0,"$1,200.00"
Entire home/apt,2 baths,3.0,$900.00
Entire home/apt,2 baths,3.0,$900.00
Shared room,2 shared baths,1.0,$186.00
Entire home/apt,1 bath,2.0,"$1,250.00"
Entire home/apt,1 bath,,$621.00
Private room,1 private bath,,$731.00
Private room,1 private bath,,$503.00
Private room,1 private bath,,$440.00
Private room,1 private bath,,$713.00
Entire home/apt,2 baths,1.0,"$1,000.00"
Entire home/apt,1 bath,1.0,"$1,200.00"
Entire home/apt,1.5 baths,3.0,"$2,943.00"
Entire home/apt,1 bath,2.0,"$2,000.00"
Private room,1.5 shared baths,1.0,$350.00
Entire home/apt,1 bath,,$441.00
Entire home/apt,1 bath,2.0,$800.00
Entire home/apt,1 bath,,$788.00
Entire home/apt,1 bath,3.0,$750.00
Private room,1 shared bath,1.0,$150.00
Entire home/apt,1 bath,1.0,"$1,971.00"
Private room,1 shared bath,1.0,$150.00
Private room,1 private bath,1.0,$250.00
Entire home/apt,1 bath,2.0,"$1,000.00"
Entire home/apt,1 bath,1.0,"$1,200.00"
Entire home/apt,2 baths,3.0,"$2,892.00"
Entire home/apt,3 baths,2.0,"$1,200.00"
Entire home/apt,1 bath,1.0,$500.00
Private room,1 private bath,1.0,$210.00
Private room,1 shared bath,1.0,$295.00
Entire home/apt,2.5 baths,2.0,"$2,840.00"
Entire home/apt,1 bath,1.0,$320.00
Entire home/apt,2 baths,,"$2,143.00"
Entire home/apt,2 baths,3.0,"$1,800.00"
Entire home/apt,1 bath,1.0,$700.00
Entire home/apt,1 bath,1.0,$280.00
Entire home/apt,1 bath,1.0,$619.00
Private room,1 private bath,1.0,$330.00
Entire home/apt,1 bath,2.0,$750.00
Entire home/apt,2 baths,3.0,$900.00
Entire home/apt,1 bath,,$683.00
Entire home/apt,1 bath,,$698.00
Entire home/apt,1 bath,3.0,$700.00
Entire home/apt,2 baths,2.0,"$2,057.00"
Entire home/apt,1 bath,2.0,"$3,446.00"
Entire home/apt,8 baths,6.0,"$32,000.00"
Private room,1 shared bath,1.0,$750.00
Entire home/apt,1 bath,1.0,"$1,577.00"
Entire home/apt,3 baths,3.0,"$4,500.00"
Entire home/apt,3 baths,4.0,"$5,986.00"
Entire home/apt,1 bath,1.0,"$16,000.00"
Entire home/apt,4.5 baths,3.0,"$2,950.00"
Entire home/apt,1 bath,1.0,$786.00
Entire home/apt,2 baths,2.0,"$1,349.00"
Entire home/apt,1 bath,1.0,"$1,510.00"
Entire home/apt,1.5 baths,1.0,"$1,200.00"
Entire home/apt,1 bath,2.0,$880.00
Entire home/apt,3 baths,4.0,"$2,480.00"
Entire home/apt,1 bath,2.0,"$1,880.00"
Entire home/apt,1.5 baths,1.0,"$1,681.00"
Entire home/apt,1 bath,1.0,$790.00
Entire home/apt,1.5 baths,2.0,"$1,204.00"
Entire home/apt,1 bath,,$798.00
Private room,Shared half-bath,,"$1,500.00"
Entire home/apt,1.5 baths,1.0,"$3,257.00"
Shared room,1.5 shared baths,1.0,$230.00
Private room,1 private bath,1.0,$756.00
Entire home/apt,1 bath,2.0,"$1,445.00"
Entire home/apt,1 bath,2.0,"$2,500.00"
Private room,1 private bath,1.0,$677.00
Private room,2 baths,1.0,"$1,011.00"
Entire home/apt,1 bath,1.0,"$1,050.00"
Entire home/apt,2 baths,2.0,"$1,375.00"
Entire home/apt,1 bath,1.0,"$2,091.00"
Private room,1 private bath,1.0,$469.00
Entire home/apt,1 bath,,$432.00
Entire home/apt,3 baths,2.0,"$2,900.00"
Private room,1 shared bath,1.0,$238.00
Entire home/apt,1 bath,1.0,$483.00
Entire home/apt,2 baths,3.0,"$2,660.00"
Private room,1 shared bath,1.0,$537.00
Entire home/apt,1.5 baths,1.0,$950.00
Entire home/apt,1 bath,2.0,$507.00
Entire home/apt,2 baths,3.0,"$2,357.00"
Shared room,1 shared bath,1.0,$220.00
Entire home/apt,2 baths,4.0,"$4,055.00"
Entire home/apt,1 bath,,$737.00
Private room,1 private bath,1.0,$300.00
Entire home/apt,2 baths,3.0,"$2,346.00"
Entire home/apt,1 bath,2.0,"$1,944.00"
Entire home/apt,1 bath,1.0,"$1,388.00"
Entire home/apt,1 bath,2.0,"$2,105.00"
Entire home/apt,1 bath,2.0,"$1,904.00"
Shared room,1 shared bath,1.0,$500.00
Entire home/apt,1 bath,1.0,"$1,575.00"
Private room,1 private bath,1.0,$350.00
Entire home/apt,2 baths,3.0,"$1,200.00"
Entire home/apt,1 bath,1.0,$459.00
Private room,1 private bath,2.0,$546.00
Entire home/apt,3 baths,3.0,"$20,000.00"
Entire home/apt,1 bath,1.0,$268.00
Entire home/apt,1 bath,,$500.00
Private room,1 shared bath,1.0,$230.00
Entire home/apt,1 bath,1.0,"$1,400.00"
Entire home/apt,2.5 baths,3.0,"$11,429.00"
Entire home/apt,2 baths,2.0,"$1,079.00"
Private room,1.5 baths,1.0,"$1,680.00"
Entire home/apt,2 baths,3.0,"$1,300.00"
Entire home/apt,1 bath,2.0,$800.00
Entire home/apt,1 bath,1.0,"$1,000.00"
Entire home/apt,3 baths,3.0,"$4,286.00"
Entire home/apt,1 bath,1.0,"$1,020.00"
Entire home/apt,1 bath,1.0,"$1,061.00"
Entire home/apt,1 bath,1.0,"$1,372.00"
Entire home/apt,1 bath,1.0,"$1,207.00"
Entire home/apt,1 bath,2.0,"$2,200.00"
Entire home/apt,1.5 baths,1.0,$924.00
Private room,1 shared bath,1.0,$250.00
Private room,1 private bath,,$464.00
Private room,1.5 baths,1.0,"$7,000.00"
Private room,1 private bath,1.0,$423.00
Private room,1 shared bath,1.0,$350.00
Private room,1 private bath,1.0,$423.00
Private room,1 shared bath,1.0,$177.00
Entire home/apt,1 bath,1.0,$591.00
Entire home/apt,1 bath,1.0,$679.00
Private room,1 private bath,1.0,$463.00
Entire home/apt,1 bath,1.0,$698.00
Entire home/apt,3 baths,5.0,"$2,200.00"
Private room,1 private bath,1.0,$423.00
Private room,1 private bath,1.0,$506.00
Private room,1 private bath,1.0,$423.00
Private room,1 private bath,1.0,$321.00
Private room,2 shared baths,4.0,$320.00
Entire home/apt,1 bath,1.0,$799.00
Entire home/apt,1 bath,1.0,$500.00
Entire home/apt,1 bath,1.0,$187.00
Entire home/apt,1 bath,1.0,$580.00
Entire home/apt,1 bath,,$500.00
Entire home/apt,1 bath,1.0,$825.00
