id,listing_url,neighbourhood,neighbourhood_cleansed,latitude,longitude,accommodates,price,review_scores_value,review_scores_location,review_scores_rating,review_scores_accuracy,review_scores_communication
31845133,https://www.airbnb.com/rooms/31845133,,Central & Western,22.28031,114.15256,1,$180.00,,,,,
31845337,https://www.airbnb.com/rooms/31845337,,Central & Western,22.27984,114.15122,1,$180.00,,,,,
31845719,https://www.airbnb.com/rooms/31845719,,Wan Chai,22.27656,114.1791,1,$130.00,,,,,
31845889,https://www.airbnb.com/rooms/31845889,,Wan Chai,22.27827,114.18049,1,$180.00,,,,,
31846085,https://www.airbnb.com/rooms/31846085,,Central & Western,22.28102,114.15068,1,$180.00,,,,,
31846617,https://www.airbnb.com/rooms/31846617,,Wan Chai,22.27699,114.17176,1,$180.00,,,,,
31854464,https://www.airbnb.com/rooms/31854464,"Hong Kong, Hong Kong Island, Hong Kong",Wan Chai,22.28506,114.19017,6,"$1,200.00",4.5,4.0,4.5,4.5,5.0
31854535,https://www.airbnb.com/rooms/31854535,"Wai Chai, Hong Kong Island, Hong Kong",Wan Chai,22.27964,114.17931,2,$531.00,4.49,4.7,4.63,4.65,4.67
31860836,https://www.airbnb.com/rooms/31860836,,Yau Tsim Mong,22.31371,114.16457,4,$600.00,5.0,5.0,5.0,4.75,5.0
31861488,https://www.airbnb.com/rooms/31861488,,Central & Western,22.28777,114.14808,1,$270.00,,,,,
31866168,https://www.airbnb.com/rooms/31866168,,Central & Western,22.28841,114.14463,1,$180.00,,,,,
31866364,https://www.airbnb.com/rooms/31866364,,Central & Western,22.28789,114.14274,1,$180.00,,,,,
31866590,https://www.airbnb.com/rooms/31866590,,Central & Western,22.28633,114.1495,1,$180.00,,,,,
31866786,https://www.airbnb.com/rooms/31866786,,Central & Western,22.28634,114.15059,1,$180.00,,,,,
31866902,https://www.airbnb.com/rooms/31866902,,Central & Western,22.28831,114.14561,1,$180.00,,,,,
31867119,https://www.airbnb.com/rooms/31867119,,Central & Western,22.28842,114.14526,1,$180.00,,,,,
31867270,https://www.airbnb.com/rooms/31867270,,Wan Chai,22.27844,114.17148,1,$180.00,,,,,
31867431,https://www.airbnb.com/rooms/31867431,,Yau Tsim Mong,22.3124,114.17236,1,$120.00,,,,,
31885992,https://www.airbnb.com/rooms/31885992,,Islands,22.22788,114.11185,1,$600.00,4.83,5.0,5.0,4.83,5.0
31937545,https://www.airbnb.com/rooms/31937545,"Hong Kong, New Territories, Hong Kong",Islands,22.29574,114.01316,4,"$1,275.00",4.53,4.67,4.67,4.79,4.56
31940509,https://www.airbnb.com/rooms/31940509,"Hong Kong, Hong Kong Island, Hong Kong",Central & Western,22.28621,114.15067,6,$880.00,4.47,4.8,4.67,4.73,4.86
31966710,https://www.airbnb.com/rooms/31966710,,Wan Chai,22.27703,114.18422,1,$180.00,,,,,
31966862,https://www.airbnb.com/rooms/31966862,,Wan Chai,22.27901,114.18122,1,$180.00,,,,,
31967044,https://www.airbnb.com/rooms/31967044,,Wan Chai,22.27764,114.17982,1,$180.00,,,,,
31967305,https://www.airbnb.com/rooms/31967305,,Wan Chai,22.27824,114.18384,1,$180.00,,,,,
31967427,https://www.airbnb.com/rooms/31967427,,Wan Chai,22.27804,114.18383,2,$180.00,,,,,
31967692,https://www.airbnb.com/rooms/31967692,"Hong Kong, Hong Kong Island, Hong Kong",Central & Western,22.28683,114.15175,2,$507.00,5.0,5.0,5.0,5.0,5.0
31970788,https://www.airbnb.com/rooms/31970788,,Yau Tsim Mong,22.32029,114.17164,3,$460.00,5.0,5.0,5.0,5.0,5.0
31976530,https://www.airbnb.com/rooms/31976530,,Yau Tsim Mong,22.32051,114.17169,4,$980.00,5.0,5.0,5.0,5.0,4.0
31995815,https://www.airbnb.com/rooms/31995815,,Yau Tsim Mong,22.29707,114.17238,2,$450.00,4.5,5.0,4.63,4.88,4.63
31995880,https://www.airbnb.com/rooms/31995880,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.29829978942871,114.17340850830078,4,"$1,129.00",4.75,4.92,4.81,4.84,4.72
32008164,https://www.airbnb.com/rooms/32008164,,Sham Shui Po,22.34024,114.15409,3,$629.00,4.64,4.86,4.71,5.0,4.86
32022349,https://www.airbnb.com/rooms/32022349,,Yau Tsim Mong,22.32039,114.17141,1,$180.00,,,,,
32022499,https://www.airbnb.com/rooms/32022499,,Yau Tsim Mong,22.32428,114.16207,1,$180.00,,,,,
32022589,https://www.airbnb.com/rooms/32022589,,Yau Tsim Mong,22.3239,114.16208,1,$180.00,,,,,
32051542,https://www.airbnb.com/rooms/32051542,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.30554,114.17007,2,"$500,520.00",4.7,5.0,4.7,5.0,4.9
32051989,https://www.airbnb.com/rooms/32051989,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.30554,114.17007,2,"$450,480.00",4.8,4.87,4.8,4.8,4.73
32058300,https://www.airbnb.com/rooms/32058300,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.30165,114.17169,2,$750.00,,,,,
32063578,https://www.airbnb.com/rooms/32063578,"Hong Kong, Hong Kong Island, Hong Kong",Wan Chai,22.26913,114.18528,1,"$2,500.00",4.5,5.0,5.0,5.0,5.0
32071926,https://www.airbnb.com/rooms/32071926,"尖沙咀, 九龍, Hong Kong",Yau Tsim Mong,22.30388,114.17106,2,$350.00,4.76,5.0,4.96,4.96,5.0
32089298,https://www.airbnb.com/rooms/32089298,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.31926,114.17156,6,"$1,100.00",4.0,5.0,3.0,4.0,5.0
32098217,https://www.airbnb.com/rooms/32098217,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.30427,114.16981,3,$450.00,4.8,5.0,4.6,4.0,4.2
32100077,https://www.airbnb.com/rooms/32100077,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.30658,114.1678,1,$130.00,4.0,4.75,4.0,4.0,3.75
32104478,https://www.airbnb.com/rooms/32104478,,Yau Tsim Mong,22.30521,114.1721,2,$420.00,4.84,5.0,4.84,4.84,4.97
32142740,https://www.airbnb.com/rooms/32142740,,Wan Chai,22.27759,114.18006,2,$180.00,,,,,
32195871,https://www.airbnb.com/rooms/32195871,"Sheung wan, Hong Kong Island, Hong Kong",Central & Western,22.28666,114.14728,1,$220.00,,,,,
32202995,https://www.airbnb.com/rooms/32202995,"Hong Kong, Hong Kong Island, Hong Kong",Wan Chai,22.28049,114.18636,2,$634.00,,,,,
32204369,https://www.airbnb.com/rooms/32204369,"Hong Kong, Hong Kong Island, Hong Kong",Wan Chai,22.28141,114.18622,2,$600.00,,,,,
32230189,https://www.airbnb.com/rooms/32230189,,Eastern,22.29173,114.20296,2,$180.00,,,,,
32243684,https://www.airbnb.com/rooms/32243684,,Central & Western,22.28697,114.14301,1,$180.00,,,,,
32246877,https://www.airbnb.com/rooms/32246877,"Hong Kong, Hong Kong Island, Hong Kong",Wan Chai,22.28072,114.18596,2,$585.00,,,,,
32247125,https://www.airbnb.com/rooms/32247125,"Hong Kong, Hong Kong Island, Hong Kong",Wan Chai,22.2799,114.18433,2,$560.00,,,,,
32297024,https://www.airbnb.com/rooms/32297024,"Hong Kong, Hong Kong Island, Hong Kong",Central & Western,22.28272,114.15011,2,"$10,768.00",4.43,4.93,4.93,5.0,4.79
32318547,https://www.airbnb.com/rooms/32318547,"Hong Kong, New Territories - Hong Kong Island, Hong Kong",Islands,22.205547,114.13147,3,$650.00,4.78,4.93,4.94,4.94,4.97
32352039,https://www.airbnb.com/rooms/32352039,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.3145,114.17182,2,$550.00,,,,,
32354376,https://www.airbnb.com/rooms/32354376,"Hong Kong, New Territories, Hong Kong",Yuen Long,22.444115,114.025513,1,$250.00,4.8,5.0,5.0,5.0,5.0
32367951,https://www.airbnb.com/rooms/32367951,,Yau Tsim Mong,22.30093,114.17404,8,$600.00,4.71,4.8,4.68,4.66,4.76
32387873,https://www.airbnb.com/rooms/32387873,"Hong Kong, Hong Kong Island, Hong Kong",Wan Chai,22.28294,114.18483,2,$338.00,4.77,4.94,4.86,4.94,5.0
32391339,https://www.airbnb.com/rooms/32391339,"Hong Kong, Hong Kong Island, Hong Kong",Wan Chai,22.28121,114.18279,4,$600.00,4.71,5.0,4.67,4.81,4.81
32397905,https://www.airbnb.com/rooms/32397905,,Central & Western,22.28305,114.15085,1,$600.00,4.75,4.88,5.0,5.0,5.0
32406674,https://www.airbnb.com/rooms/32406674,,Kowloon City,22.31058,114.18854,4,$180.00,,,,,
32447124,https://www.airbnb.com/rooms/32447124,,Central & Western,22.28716,114.14471,1,$180.00,,,,,
32447201,https://www.airbnb.com/rooms/32447201,,Central & Western,22.28689,114.14398,1,$180.00,,,,,
32447292,https://www.airbnb.com/rooms/32447292,,Central & Western,22.28729,114.15068,1,$180.00,,,,,
32447394,https://www.airbnb.com/rooms/32447394,,Central & Western,22.28571,114.14731,2,$180.00,,,,,
32451816,https://www.airbnb.com/rooms/32451816,,Yau Tsim Mong,22.29911,114.17331,1,$180.00,,,,,
32452047,https://www.airbnb.com/rooms/32452047,,Kowloon City,22.30701,114.18538,5,$850.00,4.0,4.0,4.0,4.67,4.0
32452078,https://www.airbnb.com/rooms/32452078,,Eastern,22.2919,114.1972,2,$787.00,,,,,
32464752,https://www.airbnb.com/rooms/32464752,"Hong Kong, Hong Kong Island, Hong Kong",Eastern,22.28614,114.19888,1,$319.00,4.67,4.67,4.81,4.71,4.86
32490678,https://www.airbnb.com/rooms/32490678,,Central & Western,22.28777,114.14964,6,"$1,290.00",2.33,3.67,3.0,3.0,3.67
32506738,https://www.airbnb.com/rooms/32506738,"Hong Kong, Hong Kong Island, Hong Kong",Wan Chai,22.28339,114.18518,2,$534.00,,,,,
32548762,https://www.airbnb.com/rooms/32548762,"蓝田, 九龙半岛, Hong Kong",Kwun Tong,22.30718,114.23439,10,"$1,450.00",4.67,5.0,4.83,5.0,5.0
32562168,https://www.airbnb.com/rooms/32562168,,Central & Western,22.28237,114.15443,1,$180.00,,,,,
32563788,https://www.airbnb.com/rooms/32563788,"Hong Kong, Hong Kong Island, Hong Kong",Central & Western,22.28436,114.1527,2,$600.00,,,,,
32564430,https://www.airbnb.com/rooms/32564430,"Hong Kong, Hong Kong Island, Hong Kong",Central & Western,22.28412,114.15247,2,$490.00,,,,,
32577594,https://www.airbnb.com/rooms/32577594,,Central & Western,22.28202,114.15734,2,$150.00,,,,,
32579879,https://www.airbnb.com/rooms/32579879,,Eastern,22.28951,114.19701,1,$180.00,,,,,
32580393,https://www.airbnb.com/rooms/32580393,,Wan Chai,22.27723,114.18196,1,$217.00,,,,,
32582301,https://www.airbnb.com/rooms/32582301,"Hong Kong, Hong Kong Island, Hong Kong",Central & Western,22.28232,114.1258,3,"$3,000.00",4.71,4.86,4.86,4.86,4.86
32587429,https://www.airbnb.com/rooms/32587429,"Hong Kong, Hong Kong Island, Hong Kong",Wan Chai,22.27919,114.18348,4,$768.00,4.52,4.86,4.66,4.55,4.86
32598839,https://www.airbnb.com/rooms/32598839,"Hong Kong, Hong Kong Island, Hong Kong",Wan Chai,22.27921,114.18351,4,$768.00,4.74,5.0,4.74,4.78,4.83
32616981,https://www.airbnb.com/rooms/32616981,"Hong Kong, New Territories, Hong Kong",Sai Kung,22.30858,114.25825,2,$424.00,5.0,5.0,5.0,5.0,5.0
32618302,https://www.airbnb.com/rooms/32618302,,Yau Tsim Mong,22.32272,114.16933,3,$450.00,2.0,2.0,2.0,4.0,2.0
32643177,https://www.airbnb.com/rooms/32643177,,Central & Western,22.28783,114.13265,1,$217.00,,,,,
32646930,https://www.airbnb.com/rooms/32646930,,Kowloon City,22.31016,114.1895,1,$180.00,,,,,
32648308,https://www.airbnb.com/rooms/32648308,,Yau Tsim Mong,22.30972,114.1705,1,$217.00,,,,,
32648584,https://www.airbnb.com/rooms/32648584,,Eastern,22.2896,114.19618,1,$180.00,,,,,
32648708,https://www.airbnb.com/rooms/32648708,,Yau Tsim Mong,22.31432,114.17158,1,$217.00,,,,,
32648806,https://www.airbnb.com/rooms/32648806,,Wan Chai,22.28456,114.19247,2,$180.00,,,,,
32649235,https://www.airbnb.com/rooms/32649235,,Sham Shui Po,22.32977,114.1657,1,$180.00,,,,,
32651074,https://www.airbnb.com/rooms/32651074,"Hong Kong, Hong Kong Island, Hong Kong",Central & Western,22.28584,114.13954,2,$506.00,,,,,
32653186,https://www.airbnb.com/rooms/32653186,"Hong Kong, Hong Kong Island, Hong Kong",Central & Western,22.28418,114.14042,2,$600.00,,,,,
32673099,https://www.airbnb.com/rooms/32673099,,Yau Tsim Mong,22.31188,114.17096,1,$217.00,,,,,
32673230,https://www.airbnb.com/rooms/32673230,,Wan Chai,22.27911,114.18284,2,$180.00,,,,,
32675873,https://www.airbnb.com/rooms/32675873,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.29602,114.17563,2,"$1,895.00",4.0,5.0,5.0,4.0,5.0
32678211,https://www.airbnb.com/rooms/32678211,,Central & Western,22.28135,114.15248,1,$180.00,,,,,
32678218,https://www.airbnb.com/rooms/32678218,,Central & Western,22.28172,114.15652,1,$180.00,,,,,
32678923,https://www.airbnb.com/rooms/32678923,"Hong Kong, Hong Kong Island, Hong Kong",Wan Chai,22.28214,114.18445,2,$525.00,,,,,
32679168,https://www.airbnb.com/rooms/32679168,"Hong Kong, Hong Kong Island, Hong Kong",Wan Chai,22.2803,114.18453,2,$501.00,,,,,
32698307,https://www.airbnb.com/rooms/32698307,"Hong Kong, 香港島, Hong Kong",Wan Chai,22.27794,114.18421,3,$991.00,4.35,4.83,4.56,4.71,4.85
32699231,https://www.airbnb.com/rooms/32699231,,Eastern,22.29007,114.21098,1,$110.00,2.0,5.0,3.0,3.0,5.0
32699393,https://www.airbnb.com/rooms/32699393,,Yau Tsim Mong,22.29934,114.17478,2,$217.00,,,,,
32701409,https://www.airbnb.com/rooms/32701409,"Hong Kong, Hong Kong",Yau Tsim Mong,22.30604,114.17297,2,$350.00,4.91,4.95,4.86,4.89,4.89
32706852,https://www.airbnb.com/rooms/32706852,"Hong Kong, Hong Kong Island, Hong Kong",Wan Chai,22.28125,114.18159,2,$595.00,,,,,
32707482,https://www.airbnb.com/rooms/32707482,"Hong Kong, Hong Kong Island, Hong Kong",Wan Chai,22.27929,114.18284,2,$625.00,,,,,
32713565,https://www.airbnb.com/rooms/32713565,,Wan Chai,22.28009,114.18404,2,$180.00,,,,,
32724336,https://www.airbnb.com/rooms/32724336,"Hong Kong, New Territories, Hong Kong",Islands,22.29559,114.02485,6,"$1,786.00",4.51,4.7,4.77,4.82,4.89
32724759,https://www.airbnb.com/rooms/32724759,"Hong Kong, Hong Kong Island, Hong Kong",Central & Western,22.28453,114.15278,2,$783.00,4.91,5.0,5.0,5.0,5.0
32729790,https://www.airbnb.com/rooms/32729790,"Kowloon, Hong Kong",Yau Tsim Mong,22.29582,114.17545,2,"$1,894.00",,,,,
32731797,https://www.airbnb.com/rooms/32731797,,Wan Chai,22.27794,114.18372,1,$140.00,,,,,
32732124,https://www.airbnb.com/rooms/32732124,,Central & Western,22.28197,114.15552,1,$130.00,,,,,
32754296,https://www.airbnb.com/rooms/32754296,,Yau Tsim Mong,22.31241,114.17021,1,$180.00,5.0,5.0,5.0,4.0,4.0
32761674,https://www.airbnb.com/rooms/32761674,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.32136,114.16856,2,$380.00,5.0,5.0,5.0,5.0,5.0
32769911,https://www.airbnb.com/rooms/32769911,"Hong Kong, Hong Kong Island, Hong Kong",Central & Western,22.28806,114.138,2,$489.00,2.67,4.33,3.33,4.0,3.33
32771619,https://www.airbnb.com/rooms/32771619,,Central & Western,22.28738,114.14899,2,$130.00,1.0,3.0,1.0,2.0,1.0
32771653,https://www.airbnb.com/rooms/32771653,"Hong Kong, Hong Kong",Islands,22.29678,114.02476,4,"$1,350.00",4.68,4.71,4.79,4.82,4.91
32771724,https://www.airbnb.com/rooms/32771724,,Central & Western,22.28425,114.14923,2,$180.00,,,,,
32792199,https://www.airbnb.com/rooms/32792199,"Hong Kong, Hong Kong",Yau Tsim Mong,22.30668,114.17293,2,$350.00,4.76,4.82,4.71,4.71,4.71
32797942,https://www.airbnb.com/rooms/32797942,"Hong Kong, Hong Kong Island, Hong Kong",Wan Chai,22.27698,114.18771,2,$510.00,,,,,
32823541,https://www.airbnb.com/rooms/32823541,"Hong Kong, Hong Kong Island, Hong Kong",Wan Chai,22.27709,114.18592,2,$500.00,5.0,5.0,5.0,5.0,5.0
32823711,https://www.airbnb.com/rooms/32823711,"Hong Kong, Hong Kong Island, Hong Kong",Wan Chai,22.2819,114.18437,2,$680.00,,,,,
32848872,https://www.airbnb.com/rooms/32848872,"Hong Kong, Hong Kong",Eastern,22.29064,114.19706,6,$500.00,4.13,4.75,4.13,3.38,4.75
32854651,https://www.airbnb.com/rooms/32854651,"Hong Kong, Hong Kong Island, Hong Kong",Central & Western,22.28597,114.1493,2,$580.00,,,,,
32858500,https://www.airbnb.com/rooms/32858500,"Hong Kong, Hong Kong Island, Hong Kong",Central & Western,22.28586,114.13486,6,"$1,400.00",4.4,4.2,5.0,4.6,5.0
32874713,https://www.airbnb.com/rooms/32874713,,Sham Shui Po,22.32816,114.16853,1,$180.00,,,,,
32875215,https://www.airbnb.com/rooms/32875215,,Wan Chai,22.27693,114.1823,2,$180.00,,,,,
32883903,https://www.airbnb.com/rooms/32883903,"Hong Kong, New Territories, Hong Kong",Tuen Mun,22.40311,113.98042,1,"$4,421.00",4.0,4.4,4.8,4.8,4.4
32889079,https://www.airbnb.com/rooms/32889079,"Hong Kong, Hong Kong Island, Hong Kong",Wan Chai,22.27813,114.18312,3,$768.00,4.43,4.89,4.75,4.71,4.89
32906245,https://www.airbnb.com/rooms/32906245,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.31827,114.17252,2,$740.00,,,,,
32907952,https://www.airbnb.com/rooms/32907952,,Wan Chai,22.27659,114.18185,1,$110.00,,,,,
32908758,https://www.airbnb.com/rooms/32908758,,Central & Western,22.28223,114.15601,2,$150.00,,,,,
32910168,https://www.airbnb.com/rooms/32910168,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.30688,114.16582,2,$302.00,4.76,4.95,4.81,4.95,5.0
32910658,https://www.airbnb.com/rooms/32910658," Sai Kung, New Territories, Hong Kong",Sai Kung,22.38142,114.2695,3,"$1,500.00",4.6,4.8,4.8,4.8,5.0
32914854,https://www.airbnb.com/rooms/32914854,"Hong Kong, New Territories, Hong Kong",Islands,22.26215,114.00094,3,$750.00,4.41,4.94,4.71,4.62,4.59
32925497,https://www.airbnb.com/rooms/32925497,,Central & Western,22.28194,114.15492,1,$180.00,,,,,
32925892,https://www.airbnb.com/rooms/32925892,,Central & Western,22.28759,114.13381,1,$240.00,,,,,
32925961,https://www.airbnb.com/rooms/32925961,,Wan Chai,22.27651,114.17567,1,$180.00,,,,,
32928429,https://www.airbnb.com/rooms/32928429,"Hong Kong, 新界, Hong Kong",Tuen Mun,22.40559,113.98211,1,"$2,880.00",5.0,5.0,5.0,5.0,5.0
32928559,https://www.airbnb.com/rooms/32928559,,Eastern,22.29024,114.19503,1,$180.00,,,,,
32928728,https://www.airbnb.com/rooms/32928728,,Central & Western,22.28578,114.13267,2,$217.00,,,,,
32929008,https://www.airbnb.com/rooms/32929008,,Central & Western,22.2844,114.15074,2,$180.00,,,,,
32945007,https://www.airbnb.com/rooms/32945007,,Sham Shui Po,22.32615,114.15997,2,$180.00,4.5,4.5,5.0,5.0,5.0
32945363,https://www.airbnb.com/rooms/32945363,,Central & Western,22.2821,114.1526,1,$150.00,,,,,
32945635,https://www.airbnb.com/rooms/32945635,,Wan Chai,22.27805,114.1819,2,$150.00,,,,,
32945658,https://www.airbnb.com/rooms/32945658,"Hong Kong, Hong Kong Island, Hong Kong",Wan Chai,22.27857,114.18381,2,$600.00,,,,,
32946332,https://www.airbnb.com/rooms/32946332,,Wan Chai,22.2786,114.17994,1,$120.00,4.5,5.0,5.0,5.0,5.0
32967212,https://www.airbnb.com/rooms/32967212,,Yau Tsim Mong,22.31263,114.17177,1,$620.00,,,,,
32969376,https://www.airbnb.com/rooms/32969376,"Hong Kong, Hong Kong",Yau Tsim Mong,22.30656,114.17164,2,$350.00,4.71,4.93,4.79,4.79,4.57
32970537,https://www.airbnb.com/rooms/32970537,,Wan Chai,22.27737,114.17966,1,$130.00,,,,,
32971514,https://www.airbnb.com/rooms/32971514,"Hong Kong, Hong Kong Island, Hong Kong",Wan Chai,22.28037,114.18609,2,$640.00,,,,,
32979379,https://www.airbnb.com/rooms/32979379,"Hong Kong, Hong Kong Island, Hong Kong",Wan Chai,22.26887,114.1858,6,"$1,000.00",5.0,5.0,5.0,5.0,5.0
32994093,https://www.airbnb.com/rooms/32994093,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.32165,114.1687,4,$550.00,5.0,5.0,4.0,4.0,5.0
32994626,https://www.airbnb.com/rooms/32994626,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.32165,114.1687,3,$500.00,2.0,4.0,2.0,3.0,4.0
32996587,https://www.airbnb.com/rooms/32996587,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.32174,114.16859,1,$350.00,5.0,5.0,5.0,5.0,5.0
32996787,https://www.airbnb.com/rooms/32996787,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.32165,114.1687,3,$502.00,,,,,
33022367,https://www.airbnb.com/rooms/33022367,,Central & Western,22.28663,114.14296,5,"$3,307.00",4.78,5.0,4.94,4.94,4.94
33036885,https://www.airbnb.com/rooms/33036885,,Kowloon City,22.30776,114.18623,3,$700.00,,,,,
33069622,https://www.airbnb.com/rooms/33069622,"彌敦道, 九龍, Hong Kong",Yau Tsim Mong,22.3041,114.17092,1,$489.00,5.0,5.0,5.0,5.0,5.0
33074911,https://www.airbnb.com/rooms/33074911,,Yau Tsim Mong,22.30165,114.17511,4,$217.00,,,,,
33075021,https://www.airbnb.com/rooms/33075021,,Yau Tsim Mong,22.30167,114.1746,2,$217.00,,,,,
33075134,https://www.airbnb.com/rooms/33075134,,Yau Tsim Mong,22.31159,114.17142,2,$217.00,,,,,
33078877,https://www.airbnb.com/rooms/33078877,"Hong Kong, Hong Kong Island, Hong Kong",Wan Chai,22.27956,114.18498,12,"$3,783.00",4.25,4.75,4.5,4.25,4.75
33081389,https://www.airbnb.com/rooms/33081389,,Kowloon City,22.31194,114.19025,2,$180.00,5.0,5.0,5.0,5.0,5.0
33081818,https://www.airbnb.com/rooms/33081818,,Yau Tsim Mong,22.31894,114.16253,1,$180.00,,,,,
33082910,https://www.airbnb.com/rooms/33082910,"Hong Kong, Hong Kong Island, Hong Kong",Wan Chai,22.27942,114.18475,3,$768.00,4.93,4.96,4.96,5.0,5.0
33102053,https://www.airbnb.com/rooms/33102053,"彌敦道, 九龍, Hong Kong",Yau Tsim Mong,22.31246,114.17012,8,$588.00,,,,,
33102088,https://www.airbnb.com/rooms/33102088,"彌敦道, 九龍, Hong Kong",Yau Tsim Mong,22.31379,114.16943,4,$348.00,,,,,
33102124,https://www.airbnb.com/rooms/33102124,"彌敦道, 九龍, Hong Kong",Yau Tsim Mong,22.31226,114.16971,5,$348.00,,,,,
33102153,https://www.airbnb.com/rooms/33102153,"彌敦道, 九龍, Hong Kong",Yau Tsim Mong,22.31423,114.16991,7,$345.00,,,,,
33102200,https://www.airbnb.com/rooms/33102200,"彌敦道, 九龍, Hong Kong",Yau Tsim Mong,22.31265,114.17193,7,$345.00,,,,,
33110377,https://www.airbnb.com/rooms/33110377,"旺角, 九龍, Hong Kong",Yau Tsim Mong,22.31845,114.16969,8,"$1,880.00",4.61,4.86,4.75,4.69,4.89
33117236,https://www.airbnb.com/rooms/33117236,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.32049,114.17136,1,$372.00,4.17,4.5,3.67,3.67,4.33
33119271,https://www.airbnb.com/rooms/33119271,,Central & Western,22.28613,114.14892,5,$877.00,,,,,
33120601,https://www.airbnb.com/rooms/33120601,"旺角, 九龍, Hong Kong",Yau Tsim Mong,22.31471,114.16948,8,"$1,650.00",4.4,4.87,4.53,4.67,4.67
33122901,https://www.airbnb.com/rooms/33122901,,Yau Tsim Mong,22.29699,114.17176,2,$248.00,4.93,5.0,4.79,4.79,4.86
33123386,https://www.airbnb.com/rooms/33123386,,Yau Tsim Mong,22.29689,114.17365,4,$388.00,4.22,4.56,4.22,3.89,3.67
33123688,https://www.airbnb.com/rooms/33123688,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.29673,114.17344,2,$248.00,3.75,4.33,4.08,4.42,4.08
33129005,https://www.airbnb.com/rooms/33129005,,Yau Tsim Mong,22.29835,114.1722,5,"$8,000.00",4.9,4.9,4.95,4.86,4.76
33148738,https://www.airbnb.com/rooms/33148738,"Hong Kong, Hong Kong Island, Hong Kong",Central & Western,22.28291,114.14862,1,$455.00,,,,,
33149869,https://www.airbnb.com/rooms/33149869,"Hong Kong, Hong Kong Island, Hong Kong",Wan Chai,22.28227,114.18611,2,$690.00,,,,,
33167865,https://www.airbnb.com/rooms/33167865,"Hong Kong Island, Hong Kong",Southern,22.23878,114.15268,2,"$2,500.00",4.5,3.83,4.83,4.67,4.83
33170043,https://www.airbnb.com/rooms/33170043,,Central & Western,22.28751,114.14157,1,"$12,500.00",,,,,
33170826,https://www.airbnb.com/rooms/33170826,,Wan Chai,22.28195,114.18432,2,$400.00,,,,,
33170935,https://www.airbnb.com/rooms/33170935,"大埔, 新界, Hong Kong",Tai Po,22.42964,114.2903,15,$720.00,4.42,4.42,4.58,4.75,4.92
33171052,https://www.airbnb.com/rooms/33171052,"大埔, 新界, Hong Kong",Tai Po,22.42754,114.28879,15,$720.00,4.0,4.4,4.2,4.2,4.8
33171064,https://www.airbnb.com/rooms/33171064,,Wan Chai,22.28146,114.18628,2,$380.00,,,,,
33171259,https://www.airbnb.com/rooms/33171259,,Wan Chai,22.28062,114.18434,2,$500.00,,,,,
33175695,https://www.airbnb.com/rooms/33175695,"Hong Kong, Hong Kong Island, Hong Kong",Central & Western,22.28683,114.14709,2,$525.00,,,,,
33177545,https://www.airbnb.com/rooms/33177545,"Hong Kong, Hong Kong Island, Hong Kong",Central & Western,22.28546,114.14151,2,$555.00,5.0,5.0,5.0,5.0,5.0
33177632,https://www.airbnb.com/rooms/33177632,"Hong Kong, Hong Kong Island, Hong Kong",Central & Western,22.28764,114.14777,2,$550.00,,,,,
33186409,https://www.airbnb.com/rooms/33186409,,Kwun Tong,22.30721,114.23478,10,"$1,487.00",4.83,5.0,4.67,4.83,5.0
33195942,https://www.airbnb.com/rooms/33195942,,Wan Chai,22.27768,114.18074,2,$180.00,3.0,4.0,3.0,4.0,5.0
33208334,https://www.airbnb.com/rooms/33208334,,Islands,22.30213,114.01225,4,"$1,081.00",5.0,5.0,5.0,4.83,5.0
33233724,https://www.airbnb.com/rooms/33233724,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.31574,114.17065,2,$481.00,4.25,4.75,4.25,4.75,5.0
33237197,https://www.airbnb.com/rooms/33237197,"Hong Kong, Hong Kong Island, Hong Kong",Wan Chai,22.27698,114.1878,2,$510.00,,,,,
33239198,https://www.airbnb.com/rooms/33239198,"Hong Kong, Hong Kong Island, Hong Kong",Central & Western,22.27467,114.15727,6,"$5,000.00",4.78,4.89,4.89,5.0,5.0
