id,listing_url,neighbourhood,neighbourhood_cleansed,latitude,longitude,accommodates,price,review_scores_value,review_scores_location,review_scores_rating,review_scores_accuracy,review_scores_communication
25833869,https://www.airbnb.com/rooms/25833869,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.29835,114.17142,2,"$1,150.00",4.71,4.98,4.77,4.86,4.95
25852059,https://www.airbnb.com/rooms/25852059,,Central & Western,22.28304,114.15782,1,$180.00,,,,,
25855519,https://www.airbnb.com/rooms/25855519,,Wan Chai,22.27749,114.18196,1,$120.00,,,,,
25856585,https://www.airbnb.com/rooms/25856585,,Sham Shui Po,22.32746,114.16896,1,$180.00,,,,,
25857085,https://www.airbnb.com/rooms/25857085,,Central & Western,22.28731,114.13232,2,$217.00,,,,,
25880732,https://www.airbnb.com/rooms/25880732,,Yau Tsim Mong,22.32063,114.16838,2,$380.00,4.89,4.95,4.95,5.0,4.95
25888892,https://www.airbnb.com/rooms/25888892,,Yau Tsim Mong,22.32085,114.16966,2,$438.00,4.96,4.98,4.97,4.97,4.98
25890550,https://www.airbnb.com/rooms/25890550,,Central & Western,22.28407,114.14721,2,$500.00,,,,,
25893959,https://www.airbnb.com/rooms/25893959,"Sheung Wan, Hong Kong Island, Hong Kong",Central & Western,22.28497,114.14959,1,$460.00,4.2,4.6,4.35,4.45,4.7
25895351,https://www.airbnb.com/rooms/25895351,,Yau Tsim Mong,22.31445,114.16851,2,$217.00,,,,,
25905396,https://www.airbnb.com/rooms/25905396,,Central & Western,22.28375,114.14787,1,$250.00,,,,,
25905823,https://www.airbnb.com/rooms/25905823,,Central & Western,22.28333,114.15465,1,$180.00,,,,,
25914031,https://www.airbnb.com/rooms/25914031,,Central & Western,22.28091,114.15183,1,$180.00,,,,,
25919163,https://www.airbnb.com/rooms/25919163,"Hong Kong, Hong Kong Island, Hong Kong",Central & Western,22.28023,114.15515,2,$180.00,,,,,
25919364,https://www.airbnb.com/rooms/25919364,,Tsuen Wan,22.39575,114.10868,1,"$4,677.00",,,,,
25922562,https://www.airbnb.com/rooms/25922562,"Hong Kong, 九龍, Hong Kong",Yau Tsim Mong,22.31971,114.16785,3,$480.00,4.9,5.0,5.0,5.0,5.0
25923064,https://www.airbnb.com/rooms/25923064,,Yau Tsim Mong,22.32265,114.16765,3,$480.00,4.88,4.95,4.99,4.96,4.93
25950368,https://www.airbnb.com/rooms/25950368,,Tsuen Wan,22.39729,114.10884,1,"$4,677.00",,,,,
25951189,https://www.airbnb.com/rooms/25951189,"Hong Kong, Kowloon, Hong Kong",Kowloon City,22.30786,114.19291,2,$586.00,4.88,5.0,4.88,4.88,4.88
25953153,https://www.airbnb.com/rooms/25953153,,Sham Shui Po,22.33182,114.16326,2,$598.00,4.5,4.25,4.25,4.5,4.25
25963543,https://www.airbnb.com/rooms/25963543,,Yau Tsim Mong,22.30946,114.17236,2,$180.00,,,,,
25964365,https://www.airbnb.com/rooms/25964365,,Yau Tsim Mong,22.30178,114.17409,2,$217.00,,,,,
25982081,https://www.airbnb.com/rooms/25982081,,Central & Western,22.28326,114.12591,1,$180.00,,,,,
25982256,https://www.airbnb.com/rooms/25982256,,Central & Western,22.28398,114.13058,1,$180.00,,,,,
25993355,https://www.airbnb.com/rooms/25993355,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.29669,114.17212,2,"$1,150.00",4.86,4.93,4.78,4.85,4.92
26013336,https://www.airbnb.com/rooms/26013336,,Yau Tsim Mong,22.3031,114.17634,1,$550.00,,,,,
26013910,https://www.airbnb.com/rooms/26013910,,Yau Tsim Mong,22.32064,114.16759,3,$438.00,4.85,4.92,4.9,4.95,4.94
26033130,https://www.airbnb.com/rooms/26033130,"Hong Kong, Hong Kong Island, Hong Kong",Central & Western,22.28337,114.14994,2,$850.00,4.64,5.0,4.45,4.91,4.73
26040358,https://www.airbnb.com/rooms/26040358,,Sham Shui Po,22.32778,114.16576,2,$414.00,4.0,5.0,5.0,5.0,4.0
26052616,https://www.airbnb.com/rooms/26052616,,Yau Tsim Mong,22.32237,114.16789,4,$543.00,4.95,4.99,4.98,4.97,4.98
26055275,https://www.airbnb.com/rooms/26055275,,Central & Western,22.28582,114.15002,2,$180.00,,,,,
26057345,https://www.airbnb.com/rooms/26057345,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.2966,114.17123,2,"$1,150.00",4.89,4.94,4.87,4.88,4.99
26065188,https://www.airbnb.com/rooms/26065188,,Wan Chai,22.27628,114.173,2,$180.00,,,,,
26086268,https://www.airbnb.com/rooms/26086268,,Wan Chai,22.27609,114.18095,3,"$1,333.00",5.0,5.0,5.0,5.0,5.0
26086751,https://www.airbnb.com/rooms/26086751,"Hong Kong , New Territories, Hong Kong",Islands,22.30437,114.01113,2,"$1,117.00",4.84,4.82,4.8,4.88,4.92
26091331,https://www.airbnb.com/rooms/26091331,"Hong Kong, Hong Kong Island, Hong Kong",Central & Western,22.28045,114.14108,8,"$4,320.00",4.33,4.67,4.67,5.0,5.0
26092209,https://www.airbnb.com/rooms/26092209,,Yau Tsim Mong,22.29969,114.17575,2,$180.00,,,,,
26108629,https://www.airbnb.com/rooms/26108629,,Yau Tsim Mong,22.3104,114.17237,1,$180.00,,,,,
26120075,https://www.airbnb.com/rooms/26120075,"Hong Kong, Kowloon, Hong Kong",Kowloon City,22.32829,114.20215,2,$380.00,4.5,4.5,5.0,5.0,5.0
26156298,https://www.airbnb.com/rooms/26156298,,North,22.50677,114.12708,2,"$3,729.00",4.68,4.59,4.47,4.47,4.71
26172480,https://www.airbnb.com/rooms/26172480,,Islands,22.29169,114.02558,2,$800.00,4.8,5.0,4.9,4.9,4.9
26178812,https://www.airbnb.com/rooms/26178812,,Eastern,22.2885,114.2,2,$180.00,,,,,
26204778,https://www.airbnb.com/rooms/26204778,"Hong Kong, Hong Kong Island, Hong Kong",Wan Chai,22.27033,114.18419,4,"$1,017.00",4.84,4.89,4.74,4.68,5.0
26206304,https://www.airbnb.com/rooms/26206304,,Wan Chai,22.27769,114.18074,1,$180.00,,,,,
26248857,https://www.airbnb.com/rooms/26248857,,Yau Tsim Mong,22.31151,114.17213,2,$410.00,,,,,
26270602,https://www.airbnb.com/rooms/26270602,,Central & Western,22.28762,114.13405,2,$217.00,,,,,
26306661,https://www.airbnb.com/rooms/26306661,,Central & Western,22.28634,114.14774,2,$558.00,3.67,5.0,4.33,3.67,4.67
26336917,https://www.airbnb.com/rooms/26336917,"Hong Kong, Hong Kong Island, Hong Kong",Eastern,22.28708,114.19354,1,$380.00,,,,,
26339244,https://www.airbnb.com/rooms/26339244,"Hong Kong, Hong Kong Island, Hong Kong",Central & Western,22.27876,114.14983,8,"$2,167.00",4.88,4.5,4.63,4.88,4.88
26356547,https://www.airbnb.com/rooms/26356547,,Yau Tsim Mong,22.31675,114.16836,8,"$1,380.00",4.5,4.94,4.47,4.53,4.81
26370243,https://www.airbnb.com/rooms/26370243,,Central & Western,22.28134,114.15745,1,$130.00,,,,,
26375719,https://www.airbnb.com/rooms/26375719,"Hong Kong, Hong Kong",Islands,22.22364,114.11256,4,"$1,500.00",4.73,4.93,4.91,4.91,4.89
26400758,https://www.airbnb.com/rooms/26400758,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.32165,114.1687,1,$350.00,4.6,5.0,4.4,4.6,4.6
26401248,https://www.airbnb.com/rooms/26401248,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.32165,114.1687,4,$500.00,4.4,4.7,4.2,4.3,4.8
26428780,https://www.airbnb.com/rooms/26428780,,Yau Tsim Mong,22.29538,114.17441,4,$699.00,4.5,4.75,4.25,4.25,5.0
26458445,https://www.airbnb.com/rooms/26458445,,Sham Shui Po,22.328,114.16579,1,$180.00,,,,,
26458845,https://www.airbnb.com/rooms/26458845,,Yau Tsim Mong,22.30919,114.17179,1,$180.00,,,,,
26475990,https://www.airbnb.com/rooms/26475990,,Yau Tsim Mong,22.32148,114.1706,2,$180.00,,,,,
26476112,https://www.airbnb.com/rooms/26476112,,Central & Western,22.28578,114.13463,1,$217.00,,,,,
26487387,https://www.airbnb.com/rooms/26487387,,Yau Tsim Mong,22.32079,114.1678,2,$380.00,4.9,4.98,4.9,4.97,5.0
26488070,https://www.airbnb.com/rooms/26488070,,Yau Tsim Mong,22.32182,114.16981,2,$380.00,4.95,4.97,4.97,4.98,4.99
26554607,https://www.airbnb.com/rooms/26554607,,Islands,22.22537,114.11241,2,"$1,400.00",5.0,5.0,5.0,5.0,5.0
26562682,https://www.airbnb.com/rooms/26562682,"Hong Kong, Hong Kong",Yau Tsim Mong,22.30846,114.16618,2,$288.00,4.37,4.48,4.33,4.52,4.68
26573719,https://www.airbnb.com/rooms/26573719,,Yau Tsim Mong,22.29843,114.17234,1,$120.00,5.0,5.0,5.0,5.0,4.0
26575930,https://www.airbnb.com/rooms/26575930,,Wan Chai,22.27716,114.17918,2,$180.00,,,,,
26576117,https://www.airbnb.com/rooms/26576117,,Central & Western,22.28465,114.14916,2,$180.00,,,,,
26611570,https://www.airbnb.com/rooms/26611570,,Eastern,22.28956,114.19641,1,$130.00,,,,,
26634086,https://www.airbnb.com/rooms/26634086,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.3082,114.16671,2,$270.00,4.38,4.59,4.38,4.54,4.67
26640270,https://www.airbnb.com/rooms/26640270,,Central & Western,22.2862,114.15047,2,$477.00,3.0,5.0,2.5,3.5,4.5
26664302,https://www.airbnb.com/rooms/26664302,,Wan Chai,22.2785,114.18187,2,$180.00,,,,,
26664446,https://www.airbnb.com/rooms/26664446,,Wan Chai,22.27709,114.18149,1,$180.00,,,,,
26664808,https://www.airbnb.com/rooms/26664808,,Sham Shui Po,22.33013,114.16547,2,$180.00,,,,,
26664910,https://www.airbnb.com/rooms/26664910,,Wan Chai,22.27898,114.1799,1,$150.00,5.0,5.0,5.0,5.0,5.0
26665063,https://www.airbnb.com/rooms/26665063,,Wan Chai,22.27649,114.17542,2,$150.00,,,,,
26670218,https://www.airbnb.com/rooms/26670218,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.31767,114.17007,3,$383.00,4.5,4.5,4.5,4.5,3.5
26670638,https://www.airbnb.com/rooms/26670638,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.31737,114.17048,1,$265.00,4.6,4.6,4.6,4.8,4.8
26670761,https://www.airbnb.com/rooms/26670761,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.31661,114.17079,1,$265.00,3.67,4.33,3.67,4.33,4.33
26670993,https://www.airbnb.com/rooms/26670993,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.31602,114.16898,4,$415.00,3.0,5.0,3.0,3.0,1.0
26671069,https://www.airbnb.com/rooms/26671069,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.31766,114.16854,4,$415.00,4.5,4.83,4.83,4.67,5.0
26693421,https://www.airbnb.com/rooms/26693421,,Wan Chai,22.27886,114.17894,1,$130.00,,,,,
26701080,https://www.airbnb.com/rooms/26701080,,Yau Tsim Mong,22.3112,114.17197,1,$130.00,,,,,
26706427,https://www.airbnb.com/rooms/26706427,,Central & Western,22.27985,114.1513,1,$180.00,,,,,
26708135,https://www.airbnb.com/rooms/26708135,,Wan Chai,22.27903,114.17993,1,$180.00,,,,,
26719226,https://www.airbnb.com/rooms/26719226,,Central & Western,22.28443,114.15084,2,$513.00,,,,,
26721018,https://www.airbnb.com/rooms/26721018,,Wan Chai,22.26844,114.1841,1,$456.00,,,,,
26729657,https://www.airbnb.com/rooms/26729657,,Yau Tsim Mong,22.3133,114.1693,1,$180.00,,,,,
26731793,https://www.airbnb.com/rooms/26731793,,Central & Western,22.2891,114.1428,1,$180.00,,,,,
26752777,https://www.airbnb.com/rooms/26752777,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.31687,114.16962,2,"$11,164.00",4.85,5.0,4.96,4.81,4.96
26789926,https://www.airbnb.com/rooms/26789926,,Central & Western,22.28112,114.15051,2,$180.00,,,,,
26829067,https://www.airbnb.com/rooms/26829067,,Wan Chai,22.27867,114.1858,2,$130.00,,,,,
26877972,https://www.airbnb.com/rooms/26877972,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.29731,114.17284,2,$380.00,4.57,5.0,4.71,4.71,4.86
26891194,https://www.airbnb.com/rooms/26891194,,Central & Western,22.28284,114.15105,2,$180.00,,,,,
26900171,https://www.airbnb.com/rooms/26900171,,Central & Western,22.28638,114.13458,2,$217.00,,,,,
26900443,https://www.airbnb.com/rooms/26900443,,Central & Western,22.28271,114.15075,1,$180.00,,,,,
26900554,https://www.airbnb.com/rooms/26900554,,Eastern,22.29102,114.19349,1,$121.00,,,,,
26940736,https://www.airbnb.com/rooms/26940736,"Hong Kong, Hong Kong Island, Hong Kong",Wan Chai,22.26941,114.18224,5,"$1,000.00",4.71,4.8,4.85,4.93,4.96
26966591,https://www.airbnb.com/rooms/26966591,"Hong Kong, New Territories, Hong Kong",Sai Kung,22.30279,114.25226,1,$400.00,5.0,5.0,5.0,5.0,5.0
26999645,https://www.airbnb.com/rooms/26999645,"Hong Kong, Kowloon, Hong Kong",Kowloon City,22.32039,114.18712,10,$263.00,5.0,5.0,5.0,5.0,5.0
26999853,https://www.airbnb.com/rooms/26999853,"Hong Kong, Kowloon, Hong Kong",Kowloon City,22.31881,114.1885,1,$249.00,3.6,4.4,3.4,4.4,3.8
27004187,https://www.airbnb.com/rooms/27004187,"Hong Kong, Kowloon, Hong Kong",Kowloon City,22.31911,114.18883,8,$283.00,4.9,4.8,4.9,5.0,5.0
27066103,https://www.airbnb.com/rooms/27066103,,Central & Western,22.28614,114.15041,1,$130.00,,,,,
27090554,https://www.airbnb.com/rooms/27090554,,Central & Western,22.28774,114.14521,1,"$5,695.00",,,,,
27099784,https://www.airbnb.com/rooms/27099784,,Yau Tsim Mong,22.32444,114.16686,7,$909.00,5.0,5.0,5.0,5.0,4.8
27123841,https://www.airbnb.com/rooms/27123841,,Eastern,22.28999,114.20006,2,$160.00,3.0,4.0,4.0,2.0,4.0
27124081,https://www.airbnb.com/rooms/27124081,,Wan Chai,22.27879,114.18174,1,$150.00,,,,,
27158142,https://www.airbnb.com/rooms/27158142,,North,22.50483,114.12908,2,"$1,550.00",4.85,4.75,4.75,4.83,4.88
27173718,https://www.airbnb.com/rooms/27173718,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.32304,114.16831,2,$717.00,3.64,4.64,4.0,4.07,4.64
27179726,https://www.airbnb.com/rooms/27179726,,Kowloon City,22.3071,114.18522,5,"$1,200.00",4.5,4.5,4.75,4.75,4.75
27235125,https://www.airbnb.com/rooms/27235125,,Yau Tsim Mong,22.31076,114.17188,1,$620.00,,,,,
27235654,https://www.airbnb.com/rooms/27235654,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.32061,114.16343,1,$300.00,5.0,4.67,4.56,4.89,4.89
27292506,https://www.airbnb.com/rooms/27292506,,Wan Chai,22.27929,114.17913,1,$130.00,,,,,
27322297,https://www.airbnb.com/rooms/27322297,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.29816,114.17238,8,"$2,074.00",4.28,4.54,4.53,4.5,4.52
27322876,https://www.airbnb.com/rooms/27322876,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.29644,114.17039,1,$450.00,,,,,
27360383,https://www.airbnb.com/rooms/27360383,,Central & Western,22.28195,114.15136,1,$180.00,,,,,
27373927,https://www.airbnb.com/rooms/27373927,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.30191,114.17234,1,$454.00,4.23,4.93,4.13,4.4,4.67
27385715,https://www.airbnb.com/rooms/27385715,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.29626,114.17163,8,"$2,331.00",4.35,4.71,4.51,4.56,4.46
27388370,https://www.airbnb.com/rooms/27388370,"佐敦, Kowloon, Hong Kong",Yau Tsim Mong,22.30817,114.16726,2,$449.00,4.44,4.62,4.47,4.55,4.66
27408760,https://www.airbnb.com/rooms/27408760,,Central & Western,22.28634,114.14631,1,$180.00,,,,,
27408976,https://www.airbnb.com/rooms/27408976,,Central & Western,22.28268,114.15205,1,$180.00,,,,,
27411952,https://www.airbnb.com/rooms/27411952,,Yau Tsim Mong,22.31335,114.17119,2,$217.00,,,,,
27437482,https://www.airbnb.com/rooms/27437482,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.32165,114.1687,2,$400.00,4.14,4.71,4.43,4.29,4.57
27442596,https://www.airbnb.com/rooms/27442596,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.32174,114.16859,5,$750.00,4.25,4.5,4.17,4.33,4.25
27454669,https://www.airbnb.com/rooms/27454669,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.30657,114.16682,3,$551.00,4.62,4.86,4.71,4.75,4.87
27475323,https://www.airbnb.com/rooms/27475323,"Hong Kong, New Territories, Hong Kong",Islands,22.27066,113.99564,5,$893.00,5.0,5.0,5.0,5.0,5.0
27497082,https://www.airbnb.com/rooms/27497082,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.31687,114.16962,2,"$1,115.00",4.81,4.98,4.81,4.76,4.83
27518573,https://www.airbnb.com/rooms/27518573,"Central, Hong Kong Island, Hong Kong",Central & Western,22.28391,114.15481,4,"$1,243.00",4.67,4.9,4.67,4.7,4.77
27552373,https://www.airbnb.com/rooms/27552373,"Hong Kong, Kowloon, Hong Kong",Sai Kung,22.2922,114.29267,6,"$3,500.00",4.83,4.83,5.0,5.0,4.83
27563606,https://www.airbnb.com/rooms/27563606,,Central & Western,22.28415,114.13021,2,$180.00,,,,,
27564900,https://www.airbnb.com/rooms/27564900,,Yau Tsim Mong,22.31356,114.17221,2,$180.00,,,,,
27588578,https://www.airbnb.com/rooms/27588578,"Hong Kong, Hong Kong Island, Hong Kong",Wan Chai,22.28694,114.19059,3,"$1,200.00",4.0,4.0,5.0,5.0,5.0
27589161,https://www.airbnb.com/rooms/27589161,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.31722,114.16869,2,$439.00,3.75,4.75,3.75,3.5,4.5
27589193,https://www.airbnb.com/rooms/27589193,,Yau Tsim Mong,22.31443,114.17181,1,$180.00,5.0,5.0,5.0,5.0,5.0
27589413,https://www.airbnb.com/rooms/27589413,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.31618,114.16862,2,$473.00,3.33,4.33,3.33,3.67,4.33
27589595,https://www.airbnb.com/rooms/27589595,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.31766,114.17051,3,$537.00,3.6,4.6,3.4,3.4,4.2
27589765,https://www.airbnb.com/rooms/27589765,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.31578,114.17045,4,$615.00,4.22,4.78,4.22,4.06,4.67
27589955,https://www.airbnb.com/rooms/27589955,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.31592,114.16938,5,$692.00,,,,,
27590370,https://www.airbnb.com/rooms/27590370,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.31619,114.16878,1,$692.00,4.5,5.0,4.0,4.0,5.0
27592749,https://www.airbnb.com/rooms/27592749,"Kowloon, Hong Kong",Yau Tsim Mong,22.30351,114.17251,1,$692.00,4.59,4.94,4.35,4.71,4.53
27592937,https://www.airbnb.com/rooms/27592937,"Kowloon, Hong Kong",Yau Tsim Mong,22.30523,114.17284,1,$692.00,4.29,4.43,4.14,4.14,4.43
27593157,https://www.airbnb.com/rooms/27593157,"Kowloon, Hong Kong",Yau Tsim Mong,22.30476,114.1706,2,$439.00,4.33,4.0,4.0,4.67,4.0
27593261,https://www.airbnb.com/rooms/27593261,"Kowloon, Hong Kong",Yau Tsim Mong,22.30318,114.17088,2,$439.00,3.8,4.6,3.8,4.2,4.6
27593455,https://www.airbnb.com/rooms/27593455,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.31738,114.17039,2,$439.00,4.29,5.0,4.43,4.43,5.0
27593695,https://www.airbnb.com/rooms/27593695,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.31799,114.16911,2,$439.00,4.25,4.75,4.25,4.5,5.0
27594431,https://www.airbnb.com/rooms/27594431,"Kowloon, Hong Kong",Yau Tsim Mong,22.30347,114.17236,2,$481.00,4.0,4.5,3.0,3.0,4.0
27594710,https://www.airbnb.com/rooms/27594710,"Kowloon, Hong Kong",Yau Tsim Mong,22.31752,114.16904,2,$481.00,4.83,4.92,4.58,4.92,4.92
27595849,https://www.airbnb.com/rooms/27595849,"Kowloon, Hong Kong",Yau Tsim Mong,22.31776,114.17041,2,$481.00,4.7,4.85,4.75,4.7,4.55
27596013,https://www.airbnb.com/rooms/27596013,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.31782,114.16896,2,$481.00,4.55,4.91,4.45,4.41,4.77
27597098,https://www.airbnb.com/rooms/27597098,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.31772,114.16888,3,$537.00,4.0,5.0,4.25,4.0,4.0
27608586,https://www.airbnb.com/rooms/27608586,"Kowloon, Hong Kong",Yau Tsim Mong,22.30488,114.17241,3,$537.00,4.33,5.0,4.33,4.0,4.0
27608700,https://www.airbnb.com/rooms/27608700,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.31613,114.17044,3,$537.00,4.42,4.89,4.42,4.32,4.84
27608878,https://www.airbnb.com/rooms/27608878,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.31774,114.17003,4,$615.00,4.25,4.8,4.1,4.15,4.75
27608989,https://www.airbnb.com/rooms/27608989,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.31711,114.17069,4,$615.00,3.83,4.5,3.67,3.5,4.17
27612406,https://www.airbnb.com/rooms/27612406,,Yau Tsim Mong,22.3117,114.17091,2,$217.00,,,,,
27617501,https://www.airbnb.com/rooms/27617501,,Kowloon City,22.32925,114.18641,1,$225.00,,,,,
27618287,https://www.airbnb.com/rooms/27618287,,Kowloon City,22.32748,114.18848,1,$252.00,3.0,3.0,3.5,4.0,3.5
27620793,https://www.airbnb.com/rooms/27620793,,Kowloon City,22.3274,114.18827,2,$288.00,,,,,
27620984,https://www.airbnb.com/rooms/27620984,,Kowloon City,22.32721,114.18635,2,$288.00,,,,,
27621153,https://www.airbnb.com/rooms/27621153,,Kowloon City,22.32773,114.1884,1,$252.00,,,,,
27621486,https://www.airbnb.com/rooms/27621486,,Kowloon City,22.32762,114.18818,1,$225.00,5.0,5.0,5.0,5.0,5.0
27621674,https://www.airbnb.com/rooms/27621674,,Kowloon City,22.32748,114.1863,1,$225.00,,,,,
27621833,https://www.airbnb.com/rooms/27621833,,Kowloon City,22.3293,114.18851,1,$252.00,,,,,
27626418,https://www.airbnb.com/rooms/27626418,,Wan Chai,22.27747,114.17999,1,$180.00,,,,,
27636080,https://www.airbnb.com/rooms/27636080,,Islands,22.29406,113.95187,4,$850.00,,,,,
27636236,https://www.airbnb.com/rooms/27636236,,Islands,22.29279,113.95026,4,$850.00,,,,,
27637403,https://www.airbnb.com/rooms/27637403,,Eastern,22.29005,114.19453,2,$130.00,,,,,
27639652,https://www.airbnb.com/rooms/27639652,"Hong Kong, Hong Kong Island, Hong Kong",Wan Chai,22.28287,114.18472,2,$324.00,4.75,4.98,4.84,4.98,4.98
27640832,https://www.airbnb.com/rooms/27640832,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.30647,114.16713,3,$513.00,4.52,4.62,4.58,4.65,4.77
27652905,https://www.airbnb.com/rooms/27652905,"Wan Chai, *, Hong Kong",Wan Chai,22.27823,114.17709,6,$207.00,4.44,4.67,4.56,4.78,4.89
27653674,https://www.airbnb.com/rooms/27653674,"Wan Chai, *, Hong Kong",Wan Chai,22.2789,114.17627,1,$455.00,4.32,4.84,4.39,4.42,4.84
27653958,https://www.airbnb.com/rooms/27653958,"Wan Chai, *, Hong Kong",Wan Chai,22.27882,114.17798,2,$555.00,4.67,4.81,4.42,4.39,4.83
27654044,https://www.airbnb.com/rooms/27654044,"Wan Chai, *, Hong Kong",Wan Chai,22.27927,114.17627,2,$563.00,4.17,4.67,4.17,4.67,4.5
27654517,https://www.airbnb.com/rooms/27654517,"Wan Chai, *, Hong Kong",Wan Chai,22.27889,114.17632,8,"$3,240.00",3.67,4.17,3.5,3.67,4.17
27657823,https://www.airbnb.com/rooms/27657823,"Wan Chai, *, Hong Kong",Wan Chai,22.27763,114.17814,8,$185.00,4.31,4.85,4.46,4.54,4.85
27673823,https://www.airbnb.com/rooms/27673823,"Wan Chai, *, Hong Kong",Wan Chai,22.27719,114.17621,3,"$1,620.00",4.57,4.86,4.29,4.71,5.0
27692669,https://www.airbnb.com/rooms/27692669,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.32165,114.1687,2,$400.00,4.44,4.75,4.5,4.44,4.69
27713913,https://www.airbnb.com/rooms/27713913,"Hong Kong, Hong Kong Island, Hong Kong",Central & Western,22.28249,114.15013,4,"$1,400.00",4.52,4.91,4.76,4.73,4.82
27748904,https://www.airbnb.com/rooms/27748904,,Islands,22.21077,114.02972,2,$357.00,4.45,4.2,4.35,4.35,4.35
27752727,https://www.airbnb.com/rooms/27752727,,Sha Tin,22.38518,114.20618,1,$235.00,4.0,5.0,5.0,4.0,5.0
27761396,https://www.airbnb.com/rooms/27761396,,Wan Chai,22.27984,114.1821,1,$180.00,,,,,
27761506,https://www.airbnb.com/rooms/27761506,,Wan Chai,22.27641,114.17925,1,$180.00,,,,,
27761697,https://www.airbnb.com/rooms/27761697,,Central & Western,22.28026,114.15503,1,$180.00,,,,,
27763802,https://www.airbnb.com/rooms/27763802,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.30147,114.18544,1,$459.00,5.0,4.93,4.93,4.93,5.0
27767447,https://www.airbnb.com/rooms/27767447,,Sai Kung,22.29641,114.27317,2,$700.00,,,,,
27769157,https://www.airbnb.com/rooms/27769157,,Yau Tsim Mong,22.32246,114.16011,1,$140.00,,,,,
27769538,https://www.airbnb.com/rooms/27769538,,Wan Chai,22.27669,114.17759,2,$130.00,,,,,
27769991,https://www.airbnb.com/rooms/27769991,,Yau Tsim Mong,22.32457,114.16192,1,$130.00,,,,,
27793114,https://www.airbnb.com/rooms/27793114,,Wan Chai,22.27796,114.1804,1,$180.00,,,,,
27793521,https://www.airbnb.com/rooms/27793521,,Yau Tsim Mong,22.32156,114.16205,1,$180.00,,,,,
27794070,https://www.airbnb.com/rooms/27794070,,Yau Tsim Mong,22.31942,114.17118,2,$342.00,,,,,
27817112,https://www.airbnb.com/rooms/27817112,"Hong Kong, Kowloon, Hong Kong",Sham Shui Po,22.33047,114.16545,2,$596.00,,,,,
27819951,https://www.airbnb.com/rooms/27819951,,Yau Tsim Mong,22.32273,114.1623,1,$130.00,,,,,
27822072,https://www.airbnb.com/rooms/27822072,,Yau Tsim Mong,22.29946,114.17378,1,$180.00,,,,,
27822359,https://www.airbnb.com/rooms/27822359,,Yau Tsim Mong,22.29962,114.17604,2,$217.00,,,,,
27829542,https://www.airbnb.com/rooms/27829542,,Central & Western,22.28925,114.14395,1,$130.00,,,,,
27830395,https://www.airbnb.com/rooms/27830395,,Central & Western,22.28764,114.15001,2,$180.00,,,,,
27842136,https://www.airbnb.com/rooms/27842136,,Yau Tsim Mong,22.3136,114.16783,2,$180.00,,,,,
27844013,https://www.airbnb.com/rooms/27844013,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,22.31964,114.17097,2,$740.00,,,,,
