,Rt,Bt,bedrooms,price,average_price_for_Room_types,average_price_for_Bathrooms,average_price_for_Bedroom
1489,Shared room,1.0,1,180.0,232.1953125,385.3544721407625,358.61450252951096
1490,Entire home/apt,1.0,1,768.0,646.4595375722544,385.3544721407625,358.61450252951096
1491,Shared room,1.0,1,588.0,232.1953125,385.3544721407625,358.61450252951096
1492,Shared room,1.0,1,348.0,232.1953125,385.3544721407625,358.61450252951096
1493,Shared room,1.0,1,348.0,232.1953125,385.3544721407625,358.61450252951096
1494,Shared room,1.0,1,345.0,232.1953125,385.3544721407625,358.61450252951096
1495,Shared room,1.0,1,345.0,232.1953125,385.3544721407625,358.61450252951096
1496,Shared room,1.0,1,372.0,232.1953125,385.3544721407625,358.61450252951096
1497,Entire home/apt,3.0,3,877.0,646.4595375722544,303.5,795.9761904761905
1498,Private room,1.0,1,248.0,319.90830291970804,385.3544721407625,358.61450252951096
1499,Private room,1.0,1,388.0,319.90830291970804,385.3544721407625,358.61450252951096
1500,Private room,1.0,1,248.0,319.90830291970804,385.3544721407625,358.61450252951096
1501,Private room,1.0,1,400.0,319.90830291970804,385.3544721407625,358.61450252951096
1502,Private room,4.0,4,720.0,319.90830291970804,283.5769230769231,479.5625
1503,Private room,4.0,4,720.0,319.90830291970804,283.5769230769231,479.5625
1504,Private room,15.0,1,380.0,319.90830291970804,515.0064935064935,358.61450252951096
1505,Private room,15.0,1,500.0,319.90830291970804,515.0064935064935,358.61450252951096
1506,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1507,Private room,1.0,1,481.0,319.90830291970804,385.3544721407625,358.61450252951096
1508,Private room,1.0,1,130.0,319.90830291970804,385.3544721407625,358.61450252951096
1509,Private room,1.0,1,217.0,319.90830291970804,385.3544721407625,358.61450252951096
1510,Entire home/apt,1.0,1,410.0,646.4595375722544,385.3544721407625,358.61450252951096
1511,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1512,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1513,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1514,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1515,Private room,2.0,1,180.0,319.90830291970804,325.19457013574663,358.61450252951096
1516,Private room,2.0,1,180.0,319.90830291970804,325.19457013574663,358.61450252951096
1517,Private room,2.0,1,180.0,319.90830291970804,325.19457013574663,358.61450252951096
1518,Private room,1.0,1,460.0,319.90830291970804,385.3544721407625,358.61450252951096
1519,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1520,Private room,,1,288.0,319.90830291970804,,358.61450252951096
1521,Shared room,3.0,1,172.0,232.1953125,303.5,358.61450252951096
1522,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1523,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1524,Shared room,1.0,1,180.0,232.1953125,385.3544721407625,358.61450252951096
1525,Shared room,1.0,1,180.0,232.1953125,385.3544721407625,358.61450252951096
1526,Shared room,1.0,1,180.0,232.1953125,385.3544721407625,358.61450252951096
1527,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1528,Shared room,1.0,1,180.0,232.1953125,385.3544721407625,358.61450252951096
1529,Entire home/apt,15.0,1,690.0,646.4595375722544,515.0064935064935,358.61450252951096
1530,Entire home/apt,1.0,1,551.0,646.4595375722544,385.3544721407625,358.61450252951096
1531,Entire home/apt,1.0,1,541.0,646.4595375722544,385.3544721407625,358.61450252951096
1532,Private room,1.0,1,430.0,319.90830291970804,385.3544721407625,358.61450252951096
1533,Private room,1.0,1,590.0,319.90830291970804,385.3544721407625,358.61450252951096
1534,Private room,1.0,1,490.0,319.90830291970804,385.3544721407625,358.61450252951096
1535,Private room,1.0,1,490.0,319.90830291970804,385.3544721407625,358.61450252951096
1536,Private room,1.0,1,277.0,319.90830291970804,385.3544721407625,358.61450252951096
1537,Private room,1.0,1,280.0,319.90830291970804,385.3544721407625,358.61450252951096
1538,Shared room,1.0,1,160.0,232.1953125,385.3544721407625,358.61450252951096
1539,Private room,1.0,1,480.0,319.90830291970804,385.3544721407625,358.61450252951096
1540,Shared room,1.0,1,191.0,232.1953125,385.3544721407625,358.61450252951096
1541,Shared room,1.0,1,657.0,232.1953125,385.3544721407625,358.61450252951096
1542,Private room,1.0,1,329.0,319.90830291970804,385.3544721407625,358.61450252951096
1543,Entire home/apt,1.0,3,775.0,646.4595375722544,385.3544721407625,795.9761904761905
1544,Shared room,1.0,1,180.0,232.1953125,385.3544721407625,358.61450252951096
1545,Entire home/apt,1.0,1,880.0,646.4595375722544,385.3544721407625,358.61450252951096
1546,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1547,Shared room,1.0,1,180.0,232.1953125,385.3544721407625,358.61450252951096
1548,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1549,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1550,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1551,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1552,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1553,Entire home/apt,1.0,1,684.0,646.4595375722544,385.3544721407625,358.61450252951096
1554,Entire home/apt,1.0,1,684.0,646.4595375722544,385.3544721407625,358.61450252951096
1555,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1556,Private room,2.0,1,180.0,319.90830291970804,325.19457013574663,358.61450252951096
1557,Entire home/apt,1.0,1,517.0,646.4595375722544,385.3544721407625,358.61450252951096
1558,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1559,Private room,1.0,1,248.0,319.90830291970804,385.3544721407625,358.61450252951096
1560,Shared room,1.0,1,180.0,232.1953125,385.3544721407625,358.61450252951096
1561,Private room,1.0,1,130.0,319.90830291970804,385.3544721407625,358.61450252951096
1562,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1563,Private room,1.0,1,140.0,319.90830291970804,385.3544721407625,358.61450252951096
1564,Entire home/apt,1.0,1,880.0,646.4595375722544,385.3544721407625,358.61450252951096
1565,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1566,Entire home/apt,1.0,3,800.0,646.4595375722544,385.3544721407625,795.9761904761905
1567,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1568,Private room,1.0,1,323.0,319.90830291970804,385.3544721407625,358.61450252951096
1569,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1570,Private room,2.0,1,180.0,319.90830291970804,325.19457013574663,358.61450252951096
1571,Shared room,1.0,1,180.0,232.1953125,385.3544721407625,358.61450252951096
1572,Private room,15.0,1,857.0,319.90830291970804,515.0064935064935,358.61450252951096
1573,Shared room,1.0,1,180.0,232.1953125,385.3544721407625,358.61450252951096
1574,Shared room,1.0,1,150.0,232.1953125,385.3544721407625,358.61450252951096
1575,Private room,1.0,1,479.0,319.90830291970804,385.3544721407625,358.61450252951096
1576,Shared room,1.0,1,180.0,232.1953125,385.3544721407625,358.61450252951096
1577,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1578,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1579,Entire home/apt,1.0,1,500.0,646.4595375722544,385.3544721407625,358.61450252951096
1580,Entire home/apt,1.0,1,500.0,646.4595375722544,385.3544721407625,358.61450252951096
1581,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1582,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1583,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1584,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1585,Private room,1.0,1,246.0,319.90830291970804,385.3544721407625,358.61450252951096
1586,Shared room,1.0,1,180.0,232.1953125,385.3544721407625,358.61450252951096
1587,Entire home/apt,1.0,1,500.0,646.4595375722544,385.3544721407625,358.61450252951096
1588,Shared room,1.0,1,180.0,232.1953125,385.3544721407625,358.61450252951096
1589,Private room,1.0,1,550.0,319.90830291970804,385.3544721407625,358.61450252951096
1590,Private room,1.0,1,400.0,319.90830291970804,385.3544721407625,358.61450252951096
1591,Private room,1.0,1,220.0,319.90830291970804,385.3544721407625,358.61450252951096
1592,Private room,1.0,1,570.0,319.90830291970804,385.3544721407625,358.61450252951096
1593,Private room,1.0,1,250.0,319.90830291970804,385.3544721407625,358.61450252951096
1594,Private room,15.0,1,220.0,319.90830291970804,515.0064935064935,358.61450252951096
1595,Private room,1.0,1,250.0,319.90830291970804,385.3544721407625,358.61450252951096
1596,Shared room,1.0,1,180.0,232.1953125,385.3544721407625,358.61450252951096
1597,Shared room,1.0,1,180.0,232.1953125,385.3544721407625,358.61450252951096
1598,Private room,1.0,2,650.0,319.90830291970804,385.3544721407625,720.6256983240223
1599,Shared room,1.0,1,180.0,232.1953125,385.3544721407625,358.61450252951096
1600,Private room,15.0,1,717.0,319.90830291970804,515.0064935064935,358.61450252951096
1601,Entire home/apt,1.0,1,685.0,646.4595375722544,385.3544721407625,358.61450252951096
1602,Shared room,1.0,1,180.0,232.1953125,385.3544721407625,358.61450252951096
1603,Entire home/apt,1.0,1,995.0,646.4595375722544,385.3544721407625,358.61450252951096
1604,Entire home/apt,2.0,2,885.0,646.4595375722544,325.19457013574663,720.6256983240223
1605,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1606,Shared room,2.0,1,180.0,232.1953125,325.19457013574663,358.61450252951096
1607,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1608,Private room,1.0,1,228.0,319.90830291970804,385.3544721407625,358.61450252951096
1609,Private room,1.0,1,228.0,319.90830291970804,385.3544721407625,358.61450252951096
1610,Private room,1.0,1,228.0,319.90830291970804,385.3544721407625,358.61450252951096
1611,Private room,1.0,1,348.0,319.90830291970804,385.3544721407625,358.61450252951096
1612,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1613,Private room,1.0,1,348.0,319.90830291970804,385.3544721407625,358.61450252951096
1614,Shared room,1.0,1,180.0,232.1953125,385.3544721407625,358.61450252951096
1615,Private room,1.0,1,223.0,319.90830291970804,385.3544721407625,358.61450252951096
1616,Hotel room,1.0,1,154.0,418.93333333333334,385.3544721407625,358.61450252951096
1617,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1618,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1619,Shared room,1.0,1,180.0,232.1953125,385.3544721407625,358.61450252951096
1620,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1621,Shared room,1.0,1,180.0,232.1953125,385.3544721407625,358.61450252951096
1622,Entire home/apt,1.0,1,180.0,646.4595375722544,385.3544721407625,358.61450252951096
1623,Shared room,1.0,1,180.0,232.1953125,385.3544721407625,358.61450252951096
1624,Shared room,1.0,1,180.0,232.1953125,385.3544721407625,358.61450252951096
1625,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1626,Shared room,1.0,1,180.0,232.1953125,385.3544721407625,358.61450252951096
1627,Shared room,2.0,1,180.0,232.1953125,325.19457013574663,358.61450252951096
1628,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1629,Private room,1.0,1,145.0,319.90830291970804,385.3544721407625,358.61450252951096
1630,Shared room,1.0,1,180.0,232.1953125,385.3544721407625,358.61450252951096
1631,Shared room,1.0,1,180.0,232.1953125,385.3544721407625,358.61450252951096
1632,Hotel room,1.0,1,177.0,418.93333333333334,385.3544721407625,358.61450252951096
1633,Shared room,1.0,1,180.0,232.1953125,385.3544721407625,358.61450252951096
1634,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1635,Private room,2.0,1,180.0,319.90830291970804,325.19457013574663,358.61450252951096
1636,Shared room,1.0,1,160.0,232.1953125,385.3544721407625,358.61450252951096
1637,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1638,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1639,Shared room,1.0,1,150.0,232.1953125,385.3544721407625,358.61450252951096
1640,Shared room,1.0,1,180.0,232.1953125,385.3544721407625,358.61450252951096
1641,Hotel room,1.0,1,800.0,418.93333333333334,385.3544721407625,358.61450252951096
1642,Private room,,1,800.0,319.90830291970804,,358.61450252951096
1643,Shared room,1.0,1,180.0,232.1953125,385.3544721407625,358.61450252951096
1644,Hotel room,1.0,1,124.0,418.93333333333334,385.3544721407625,358.61450252951096
1645,Hotel room,1.0,1,496.0,418.93333333333334,385.3544721407625,358.61450252951096
1646,Hotel room,1.0,1,457.0,418.93333333333334,385.3544721407625,358.61450252951096
1647,Private room,1.0,1,147.0,319.90830291970804,385.3544721407625,358.61450252951096
1648,Hotel room,1.0,1,609.0,418.93333333333334,385.3544721407625,358.61450252951096
1649,Hotel room,1.0,1,486.0,418.93333333333334,385.3544721407625,358.61450252951096
1650,Private room,1.0,1,491.0,319.90830291970804,385.3544721407625,358.61450252951096
1651,Private room,2.0,1,180.0,319.90830291970804,325.19457013574663,358.61450252951096
1652,Hotel room,1.0,1,330.0,418.93333333333334,385.3544721407625,358.61450252951096
1653,Hotel room,1.0,1,400.0,418.93333333333334,385.3544721407625,358.61450252951096
1654,Private room,1.0,1,147.0,319.90830291970804,385.3544721407625,358.61450252951096
1655,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1656,Private room,1.0,1,120.0,319.90830291970804,385.3544721407625,358.61450252951096
1657,Private room,1.0,1,235.0,319.90830291970804,385.3544721407625,358.61450252951096
1658,Private room,1.0,1,648.0,319.90830291970804,385.3544721407625,358.61450252951096
1659,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1660,Private room,1.0,1,147.0,319.90830291970804,385.3544721407625,358.61450252951096
1661,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1662,Private room,2.0,1,180.0,319.90830291970804,325.19457013574663,358.61450252951096
1663,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1664,Entire home/apt,1.0,1,729.0,646.4595375722544,385.3544721407625,358.61450252951096
1665,Entire home/apt,1.0,2,600.0,646.4595375722544,385.3544721407625,720.6256983240223
1666,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1667,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1668,Private room,1.0,1,823.0,319.90830291970804,385.3544721407625,358.61450252951096
1669,Shared room,1.0,1,180.0,232.1953125,385.3544721407625,358.61450252951096
1670,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1671,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1672,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1673,Private room,1.0,1,160.0,319.90830291970804,385.3544721407625,358.61450252951096
1674,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1675,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1676,Private room,2.0,1,180.0,319.90830291970804,325.19457013574663,358.61450252951096
1677,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1678,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1679,Private room,1.0,1,450.0,319.90830291970804,385.3544721407625,358.61450252951096
1680,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1681,Private room,1.0,1,150.0,319.90830291970804,385.3544721407625,358.61450252951096
1682,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1683,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1684,Private room,1.0,1,120.0,319.90830291970804,385.3544721407625,358.61450252951096
1685,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1686,Private room,1.0,1,160.0,319.90830291970804,385.3544721407625,358.61450252951096
1687,Private room,2.0,1,180.0,319.90830291970804,325.19457013574663,358.61450252951096
1688,Private room,2.0,1,160.0,319.90830291970804,325.19457013574663,358.61450252951096
1689,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1690,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1691,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1692,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1693,Private room,1.0,1,293.0,319.90830291970804,385.3544721407625,358.61450252951096
1694,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1695,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1696,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1697,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1698,Entire home/apt,1.0,1,770.0,646.4595375722544,385.3544721407625,358.61450252951096
1699,Entire home/apt,1.0,1,867.0,646.4595375722544,385.3544721407625,358.61450252951096
1700,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1701,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1702,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1703,Entire home/apt,1.0,1,527.0,646.4595375722544,385.3544721407625,358.61450252951096
1704,Entire home/apt,1.0,1,867.0,646.4595375722544,385.3544721407625,358.61450252951096
1705,Private room,2.0,5,220.0,319.90830291970804,325.19457013574663,323.5
1706,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1707,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1708,Private room,2.0,1,180.0,319.90830291970804,325.19457013574663,358.61450252951096
1709,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1710,Private room,1.0,1,211.0,319.90830291970804,385.3544721407625,358.61450252951096
1711,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1712,Private room,1.0,4,500.0,319.90830291970804,385.3544721407625,479.5625
1713,Private room,2.0,1,180.0,319.90830291970804,325.19457013574663,358.61450252951096
1714,Entire home/apt,1.0,1,829.0,646.4595375722544,385.3544721407625,358.61450252951096
1715,Private room,2.0,1,180.0,319.90830291970804,325.19457013574663,358.61450252951096
1716,Private room,2.0,1,180.0,319.90830291970804,325.19457013574663,358.61450252951096
1717,Private room,2.0,1,180.0,319.90830291970804,325.19457013574663,358.61450252951096
1718,Private room,2.0,1,180.0,319.90830291970804,325.19457013574663,358.61450252951096
1719,Private room,2.0,1,180.0,319.90830291970804,325.19457013574663,358.61450252951096
1720,Shared room,1.0,1,398.0,232.1953125,385.3544721407625,358.61450252951096
1721,Private room,1.0,1,206.0,319.90830291970804,385.3544721407625,358.61450252951096
1722,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1723,Private room,1.0,1,424.0,319.90830291970804,385.3544721407625,358.61450252951096
1724,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1725,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1726,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1727,Private room,1.0,1,861.0,319.90830291970804,385.3544721407625,358.61450252951096
1728,Entire home/apt,2.0,3,900.0,646.4595375722544,325.19457013574663,795.9761904761905
1729,Private room,1.0,1,217.0,319.90830291970804,385.3544721407625,358.61450252951096
1730,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1731,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1732,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1733,Private room,1.0,1,520.0,319.90830291970804,385.3544721407625,358.61450252951096
1734,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1735,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1736,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1737,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1738,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1739,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1740,Private room,1.0,1,350.0,319.90830291970804,385.3544721407625,358.61450252951096
1741,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1742,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1743,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1744,Private room,1.0,1,217.0,319.90830291970804,385.3544721407625,358.61450252951096
1745,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1746,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1747,Shared room,1.0,1,180.0,232.1953125,385.3544721407625,358.61450252951096
1748,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1749,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1750,Private room,2.0,1,180.0,319.90830291970804,325.19457013574663,358.61450252951096
1751,Private room,2.0,1,180.0,319.90830291970804,325.19457013574663,358.61450252951096
1752,Private room,2.0,1,180.0,319.90830291970804,325.19457013574663,358.61450252951096
1753,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1754,Entire home/apt,1.0,2,358.0,646.4595375722544,385.3544721407625,720.6256983240223
1755,Private room,1.0,4,267.0,319.90830291970804,385.3544721407625,479.5625
1756,Private room,1.0,1,160.0,319.90830291970804,385.3544721407625,358.61450252951096
1757,Private room,2.0,1,180.0,319.90830291970804,325.19457013574663,358.61450252951096
1758,Private room,2.0,1,180.0,319.90830291970804,325.19457013574663,358.61450252951096
1759,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1760,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1761,Private room,1.0,1,196.0,319.90830291970804,385.3544721407625,358.61450252951096
1762,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1763,Private room,1.0,1,217.0,319.90830291970804,385.3544721407625,358.61450252951096
1764,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1765,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1766,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1767,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1768,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1769,Private room,1.0,1,130.0,319.90830291970804,385.3544721407625,358.61450252951096
1770,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1771,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1772,Private room,1.0,1,561.0,319.90830291970804,385.3544721407625,358.61450252951096
1773,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1774,Private room,2.0,1,180.0,319.90830291970804,325.19457013574663,358.61450252951096
1775,Private room,2.0,1,180.0,319.90830291970804,325.19457013574663,358.61450252951096
1776,Entire home/apt,1.0,1,590.0,646.4595375722544,385.3544721407625,358.61450252951096
1777,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1778,Private room,2.0,1,180.0,319.90830291970804,325.19457013574663,358.61450252951096
1779,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1780,Private room,2.0,1,180.0,319.90830291970804,325.19457013574663,358.61450252951096
1781,Private room,2.0,1,160.0,319.90830291970804,325.19457013574663,358.61450252951096
1782,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1783,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1784,Private room,1.0,1,217.0,319.90830291970804,385.3544721407625,358.61450252951096
1785,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1786,Private room,1.0,1,217.0,319.90830291970804,385.3544721407625,358.61450252951096
1787,Private room,1.0,1,561.0,319.90830291970804,385.3544721407625,358.61450252951096
1788,Private room,1.0,1,561.0,319.90830291970804,385.3544721407625,358.61450252951096
1789,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1790,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1791,Private room,2.0,1,180.0,319.90830291970804,325.19457013574663,358.61450252951096
1792,Private room,2.0,1,145.0,319.90830291970804,325.19457013574663,358.61450252951096
1793,Private room,2.0,1,150.0,319.90830291970804,325.19457013574663,358.61450252951096
1794,Private room,2.0,1,180.0,319.90830291970804,325.19457013574663,358.61450252951096
1795,Private room,1.0,1,265.0,319.90830291970804,385.3544721407625,358.61450252951096
1796,Private room,1.0,1,217.0,319.90830291970804,385.3544721407625,358.61450252951096
1797,Shared room,1.0,1,230.0,232.1953125,385.3544721407625,358.61450252951096
1798,Private room,2.0,1,180.0,319.90830291970804,325.19457013574663,358.61450252951096
1799,Private room,2.0,1,180.0,319.90830291970804,325.19457013574663,358.61450252951096
1800,Private room,2.0,1,180.0,319.90830291970804,325.19457013574663,358.61450252951096
1801,Private room,2.0,1,180.0,319.90830291970804,325.19457013574663,358.61450252951096
1802,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1803,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1804,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1805,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1806,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1807,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1808,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1809,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1810,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1811,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1812,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1813,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1814,Entire home/apt,1.0,2,929.0,646.4595375722544,385.3544721407625,720.6256983240223
1815,Private room,1.0,1,217.0,319.90830291970804,385.3544721407625,358.61450252951096
1816,Private room,1.0,1,217.0,319.90830291970804,385.3544721407625,358.61450252951096
1817,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1818,Private room,1.0,1,217.0,319.90830291970804,385.3544721407625,358.61450252951096
1819,Private room,2.0,1,142.0,319.90830291970804,325.19457013574663,358.61450252951096
1820,Private room,2.0,1,140.0,319.90830291970804,325.19457013574663,358.61450252951096
1821,Private room,2.0,1,180.0,319.90830291970804,325.19457013574663,358.61450252951096
1822,Private room,1.0,1,150.0,319.90830291970804,385.3544721407625,358.61450252951096
1823,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1824,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1825,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1826,Entire home/apt,1.0,1,650.0,646.4595375722544,385.3544721407625,358.61450252951096
